REGCOMERCIO,NIT,NOMBRE,PRECIOSALAESTUDIO,PRECIOSALAESPARCIMIENTO,PRECIOGIMNASIO,RESTAURANTE
9596,9596,Karen's Vivienda Universitaria,284,273,294,N
9597,9597,Christopher's Vivienda Universitaria,349,215,486,N
9598,9598,Joseph's Vivienda Universitaria,292,461,313,N
9599,9599,Ashley's Vivienda Universitaria,300,259,466,N
9600,9600,William's Vivienda Universitaria,475,308,212,N
9601,9601,Luz's Vivienda Universitaria,325,298,242,Y
9602,9602,James's Vivienda Universitaria,294,194,444,Y
9603,9603,Ronald's Vivienda Universitaria,240,273,315,N
9604,9604,Meredith's Vivienda Universitaria,266,274,313,Y
9605,9605,Travis's Vivienda Universitaria,181,181,654,N
9606,9606,Leslie's Vivienda Universitaria,440,246,298,Y
9607,9607,Minnie's Vivienda Universitaria,384,163,923,Y
9608,9608,John's Vivienda Universitaria,102,450,747,N
9609,9609,Ada's Vivienda Universitaria,472,490,734,Y
9610,9610,James's Vivienda Universitaria,242,331,811,Y
9611,9611,Jenni's Vivienda Universitaria,284,267,685,N
9612,9612,Mary's Vivienda Universitaria,161,266,268,Y
9613,9613,Brian's Vivienda Universitaria,369,127,878,N
9614,9614,Julie's Vivienda Universitaria,441,111,121,N
9615,9615,Cecilia's Vivienda Universitaria,406,471,907,N
9616,9616,Jeffrey's Vivienda Universitaria,444,379,522,Y
9617,9617,Helen's Vivienda Universitaria,436,266,920,N
9618,9618,Dianna's Vivienda Universitaria,121,395,683,Y
9619,9619,Paula's Vivienda Universitaria,233,184,598,N
9620,9620,William's Vivienda Universitaria,200,221,902,Y
9621,9621,Mary's Vivienda Universitaria,473,249,632,N
9622,9622,Luis's Vivienda Universitaria,257,411,928,Y
9623,9623,Irene's Vivienda Universitaria,171,409,759,Y
9624,9624,Cynthia's Vivienda Universitaria,168,478,848,Y
9625,9625,Jimmy's Vivienda Universitaria,330,144,624,Y
9626,9626,Pearl's Vivienda Universitaria,287,441,586,Y
9627,9627,Denise's Vivienda Universitaria,400,155,719,N
9628,9628,Gabriel's Vivienda Universitaria,473,415,946,Y
9629,9629,Eunice's Vivienda Universitaria,344,183,621,Y
9630,9630,Juan's Vivienda Universitaria,412,475,290,Y
9631,9631,Chester's Vivienda Universitaria,315,342,957,Y
9632,9632,Gary's Vivienda Universitaria,251,358,565,Y
9633,9633,Majorie's Vivienda Universitaria,181,236,745,N
9634,9634,Jerry's Vivienda Universitaria,347,189,760,N
9635,9635,Kimberly's Vivienda Universitaria,122,436,458,N
9636,9636,Grace's Vivienda Universitaria,226,468,667,Y
9637,9637,Amanda's Vivienda Universitaria,480,181,105,N
9638,9638,Kenneth's Vivienda Universitaria,410,445,347,N
9639,9639,Josef's Vivienda Universitaria,391,133,540,Y
9640,9640,Raymond's Vivienda Universitaria,223,482,341,N
9641,9641,Michael's Vivienda Universitaria,156,187,426,N
9642,9642,Nancy's Vivienda Universitaria,130,416,186,N
9643,9643,Deborah's Vivienda Universitaria,109,319,417,N
9644,9644,Harold's Vivienda Universitaria,381,269,315,N
9645,9645,Luke's Vivienda Universitaria,422,110,310,N
9646,9646,Kenny's Vivienda Universitaria,481,341,491,Y
9647,9647,Elizabeth's Vivienda Universitaria,127,483,638,Y
9648,9648,Frederick's Vivienda Universitaria,364,431,810,Y
9649,9649,Stefanie's Vivienda Universitaria,453,166,547,N
9650,9650,Timothy's Vivienda Universitaria,364,381,916,N
9651,9651,Bryan's Vivienda Universitaria,148,448,514,Y
9652,9652,Donald's Vivienda Universitaria,405,265,563,N
9653,9653,Shirley's Vivienda Universitaria,464,441,471,Y
9654,9654,Mitzi's Vivienda Universitaria,342,396,233,Y
9655,9655,Wallace's Vivienda Universitaria,272,135,190,Y
9656,9656,Darrel's Vivienda Universitaria,205,118,616,Y
9657,9657,Greg's Vivienda Universitaria,121,156,128,N
9658,9658,Alice's Vivienda Universitaria,209,346,358,N
9659,9659,Danial's Vivienda Universitaria,162,128,614,N
9660,9660,Walter's Vivienda Universitaria,162,223,126,Y
9661,9661,Terry's Vivienda Universitaria,378,153,826,Y
9662,9662,Catherine's Vivienda Universitaria,110,255,823,N
9663,9663,Stanley's Vivienda Universitaria,135,477,717,Y
9664,9664,Janice's Vivienda Universitaria,466,220,200,N
9665,9665,Dean's Vivienda Universitaria,349,176,412,Y
9666,9666,Peggy's Vivienda Universitaria,284,295,421,Y
9667,9667,James's Vivienda Universitaria,197,212,240,Y
9668,9668,Octavio's Vivienda Universitaria,190,171,815,N
9669,9669,David's Vivienda Universitaria,106,416,212,Y
9670,9670,Theresa's Vivienda Universitaria,326,157,327,Y
9671,9671,Matthew's Vivienda Universitaria,466,367,978,N
9672,9672,Howard's Vivienda Universitaria,446,188,972,N
9673,9673,Meghan's Vivienda Universitaria,203,154,141,N
9674,9674,James's Vivienda Universitaria,148,283,253,N
9675,9675,Kris's Vivienda Universitaria,427,386,521,Y
9676,9676,Leigh's Vivienda Universitaria,175,427,400,N
9677,9677,Kyle's Vivienda Universitaria,102,479,638,Y
9678,9678,Regina's Vivienda Universitaria,207,421,709,N
9679,9679,Diana's Vivienda Universitaria,184,301,946,N
9680,9680,Stephen's Vivienda Universitaria,415,209,682,N
9681,9681,Luz's Vivienda Universitaria,449,154,895,N
9682,9682,Donald's Vivienda Universitaria,162,261,902,Y
9683,9683,Marion's Vivienda Universitaria,440,210,313,Y
9684,9684,Michelle's Vivienda Universitaria,117,324,824,Y
9685,9685,Evan's Vivienda Universitaria,244,391,561,Y
9686,9686,Antonio's Vivienda Universitaria,294,497,614,N
9687,9687,Norman's Vivienda Universitaria,112,471,361,Y
9688,9688,Laquita's Vivienda Universitaria,135,187,396,N
9689,9689,Burton's Vivienda Universitaria,108,375,890,Y
9690,9690,Dennis's Vivienda Universitaria,204,173,911,N
9691,9691,Terry's Vivienda Universitaria,167,400,677,N
9692,9692,Joyce's Vivienda Universitaria,377,486,655,N
9693,9693,Jean's Vivienda Universitaria,438,168,564,Y
9694,9694,Sandra's Vivienda Universitaria,497,329,456,N
9695,9695,Lyndon's Vivienda Universitaria,383,391,296,Y
9696,9696,Renee's Vivienda Universitaria,318,313,442,Y
9697,9697,Joseph's Vivienda Universitaria,249,216,718,Y
9698,9698,Imogene's Vivienda Universitaria,373,331,504,N
9699,9699,Joseph's Vivienda Universitaria,392,429,163,N
9700,9700,Shannon's Vivienda Universitaria,346,425,271,N
9701,9701,Woodrow's Vivienda Universitaria,485,307,333,Y
9702,9702,Alfredo's Vivienda Universitaria,257,287,627,Y
9703,9703,Willis's Vivienda Universitaria,442,437,966,N
9704,9704,Randi's Vivienda Universitaria,153,352,223,Y
9705,9705,Nancy's Vivienda Universitaria,196,310,553,N
9706,9706,Theresa's Vivienda Universitaria,278,281,884,N
9707,9707,Preston's Vivienda Universitaria,281,280,522,N
9708,9708,Ted's Vivienda Universitaria,408,152,718,N
9709,9709,Jimmy's Vivienda Universitaria,442,120,162,N
9710,9710,Vickie's Vivienda Universitaria,453,484,437,N
9711,9711,Sharon's Vivienda Universitaria,437,395,164,N
9712,9712,Robert's Vivienda Universitaria,248,368,450,Y
9713,9713,Alec's Vivienda Universitaria,463,160,549,N
9714,9714,Brian's Vivienda Universitaria,377,331,441,N
9715,9715,Matthew's Vivienda Universitaria,472,363,400,N
9716,9716,Jerry's Vivienda Universitaria,320,302,449,Y
9717,9717,David's Vivienda Universitaria,343,139,717,N
9718,9718,Elizabeth's Vivienda Universitaria,288,350,978,N
9719,9719,Marie's Vivienda Universitaria,443,493,286,Y
9720,9720,Carrie's Vivienda Universitaria,361,471,616,N
9721,9721,Lee's Vivienda Universitaria,220,206,912,Y
9722,9722,Marissa's Vivienda Universitaria,344,453,263,Y
9723,9723,Christopher's Vivienda Universitaria,192,235,897,N
9724,9724,Gail's Vivienda Universitaria,444,175,582,Y
9725,9725,Sandra's Vivienda Universitaria,101,252,806,Y
9726,9726,Lena's Vivienda Universitaria,104,287,404,N
9727,9727,Debbie's Vivienda Universitaria,439,382,505,N
9728,9728,Jon's Vivienda Universitaria,211,425,304,N
9729,9729,Richard's Vivienda Universitaria,408,225,808,Y
9730,9730,Michael's Vivienda Universitaria,231,374,518,Y
9731,9731,Glenda's Vivienda Universitaria,282,348,277,N
9732,9732,Tracy's Vivienda Universitaria,115,235,620,Y
9733,9733,Carolyn's Vivienda Universitaria,181,137,307,Y
9734,9734,Roy's Vivienda Universitaria,420,143,806,Y
9735,9735,Darrin's Vivienda Universitaria,404,177,640,N
9736,9736,George's Vivienda Universitaria,174,184,681,Y
9737,9737,Minnie's Vivienda Universitaria,336,240,552,Y
9738,9738,Claudia's Vivienda Universitaria,353,221,866,Y
9739,9739,Ruth's Vivienda Universitaria,328,175,142,Y
9740,9740,Allison's Vivienda Universitaria,473,489,690,N
9741,9741,Robert's Vivienda Universitaria,466,325,997,N
9742,9742,Evelyn's Vivienda Universitaria,263,207,626,N
9743,9743,Joshua's Vivienda Universitaria,389,153,808,N
9744,9744,Bryan's Vivienda Universitaria,291,424,694,N
9745,9745,Henry's Vivienda Universitaria,287,475,933,N
9746,9746,Helen's Vivienda Universitaria,257,336,850,N
9747,9747,Milton's Vivienda Universitaria,150,234,973,Y
9748,9748,Randy's Vivienda Universitaria,362,196,454,N
9749,9749,Margarita's Vivienda Universitaria,234,454,793,N
9750,9750,Mary's Vivienda Universitaria,197,388,319,N
9751,9751,Keith's Vivienda Universitaria,243,156,851,N
9752,9752,Christopher's Vivienda Universitaria,422,222,522,N
9753,9753,Frank's Vivienda Universitaria,390,225,355,Y
9754,9754,Heidi's Vivienda Universitaria,437,277,634,N
9755,9755,Ariel's Vivienda Universitaria,229,257,966,Y
9756,9756,Benedict's Vivienda Universitaria,337,482,232,Y
9757,9757,Edmund's Vivienda Universitaria,385,310,710,Y
9758,9758,Patrick's Vivienda Universitaria,233,301,355,N
9759,9759,Renee's Vivienda Universitaria,269,304,273,Y
9760,9760,Laura's Vivienda Universitaria,115,432,903,N
9761,9761,Bradley's Vivienda Universitaria,261,299,901,Y
9762,9762,Teresa's Vivienda Universitaria,241,267,848,N
9763,9763,Rita's Vivienda Universitaria,465,462,143,Y
9764,9764,Mildred's Vivienda Universitaria,105,419,243,N
9765,9765,Taylor's Vivienda Universitaria,127,196,176,N
9766,9766,Chester's Vivienda Universitaria,383,446,505,Y
9767,9767,Isabel's Vivienda Universitaria,330,157,629,N
9768,9768,Dorothy's Vivienda Universitaria,197,176,561,Y
9769,9769,Chris's Vivienda Universitaria,427,273,778,N
9770,9770,Glenda's Vivienda Universitaria,318,470,618,N
9771,9771,Antonio's Vivienda Universitaria,458,134,653,N
9772,9772,Caroline's Vivienda Universitaria,425,354,894,Y
9773,9773,Henry's Vivienda Universitaria,123,368,799,N
9774,9774,Linda's Vivienda Universitaria,157,419,260,Y
9775,9775,Robert's Vivienda Universitaria,342,224,455,N
9776,9776,Corina's Vivienda Universitaria,244,158,165,Y
9777,9777,Jennifer's Vivienda Universitaria,490,401,885,N
9778,9778,Elida's Vivienda Universitaria,313,462,928,N
9779,9779,Glenda's Vivienda Universitaria,222,258,252,N
9780,9780,Stephen's Vivienda Universitaria,358,216,455,Y
9781,9781,Ralph's Vivienda Universitaria,214,229,201,Y
9782,9782,Amanda's Vivienda Universitaria,104,432,618,N
9783,9783,Jeanette's Vivienda Universitaria,427,231,545,Y
9784,9784,Doyle's Vivienda Universitaria,113,251,349,Y
9785,9785,Juan's Vivienda Universitaria,351,315,596,N
9786,9786,Ronald's Vivienda Universitaria,151,227,833,N
9787,9787,Edward's Vivienda Universitaria,327,355,142,N
9788,9788,Annie's Vivienda Universitaria,206,251,793,N
9789,9789,Jill's Vivienda Universitaria,243,402,634,N
9790,9790,James's Vivienda Universitaria,364,176,275,Y
9791,9791,Matthew's Vivienda Universitaria,312,383,342,N
9792,9792,Allyson's Vivienda Universitaria,443,456,558,N
9793,9793,Sandra's Vivienda Universitaria,221,105,109,N
9794,9794,Melvin's Vivienda Universitaria,235,407,578,Y
9795,9795,George's Vivienda Universitaria,173,229,637,Y
9796,9796,Stewart's Vivienda Universitaria,455,133,594,Y
9797,9797,Ralph's Vivienda Universitaria,272,110,754,Y
9798,9798,Linda's Vivienda Universitaria,389,473,873,N
9799,9799,Joan's Vivienda Universitaria,399,186,217,Y
9800,9800,John's Vivienda Universitaria,161,217,862,N
9801,9801,Christopher's Vivienda Universitaria,365,335,678,Y
9802,9802,Brent's Vivienda Universitaria,429,389,603,N
9803,9803,Cathy's Vivienda Universitaria,320,334,159,N
9804,9804,Gary's Vivienda Universitaria,101,299,436,N
9805,9805,Carey's Vivienda Universitaria,135,340,959,Y
9806,9806,Rudy's Vivienda Universitaria,391,116,285,Y
9807,9807,Rodney's Vivienda Universitaria,406,371,995,Y
9808,9808,Shirley's Vivienda Universitaria,309,251,442,N
9809,9809,Susana's Vivienda Universitaria,303,311,611,Y
9810,9810,Katie's Vivienda Universitaria,480,150,335,N
9811,9811,John's Vivienda Universitaria,488,116,580,N
9812,9812,Kelly's Vivienda Universitaria,189,295,393,N
9813,9813,Cleora's Vivienda Universitaria,193,105,533,Y
9814,9814,Keith's Vivienda Universitaria,271,494,996,N
9815,9815,Dan's Vivienda Universitaria,496,210,300,N
9816,9816,Tom's Vivienda Universitaria,231,324,858,Y
9817,9817,Christopher's Vivienda Universitaria,425,234,932,Y
9818,9818,Audrey's Vivienda Universitaria,363,462,745,Y
9819,9819,Edward's Vivienda Universitaria,367,273,519,N
9820,9820,Mary's Vivienda Universitaria,224,455,855,N
9821,9821,Paul's Vivienda Universitaria,255,220,938,N
9822,9822,James's Vivienda Universitaria,358,310,654,N
9823,9823,Katherine's Vivienda Universitaria,128,124,608,N
9824,9824,Lilia's Vivienda Universitaria,395,368,825,Y
9825,9825,Thomas's Vivienda Universitaria,384,399,367,N
9826,9826,Curtis's Vivienda Universitaria,436,476,160,N
9827,9827,Rose's Vivienda Universitaria,493,497,701,Y
9828,9828,Angel's Vivienda Universitaria,377,214,560,N
9829,9829,Brad's Vivienda Universitaria,383,383,872,N
9830,9830,Mario's Vivienda Universitaria,428,447,814,N
9831,9831,Victor's Vivienda Universitaria,155,109,633,Y
9832,9832,Frances's Vivienda Universitaria,434,398,143,N
9833,9833,Lucille's Vivienda Universitaria,483,370,761,Y
9834,9834,Charles's Vivienda Universitaria,377,383,449,N
9835,9835,Anna's Vivienda Universitaria,419,494,567,N
9836,9836,Jenny's Vivienda Universitaria,370,133,636,Y
9837,9837,Robert's Vivienda Universitaria,334,131,175,Y
9838,9838,Janet's Vivienda Universitaria,400,291,374,N
9839,9839,Charles's Vivienda Universitaria,229,346,868,N
9840,9840,Loretta's Vivienda Universitaria,271,355,172,Y
9841,9841,Adam's Vivienda Universitaria,428,463,655,Y
9842,9842,Irene's Vivienda Universitaria,429,188,713,N
9843,9843,Judith's Vivienda Universitaria,326,273,172,N
9844,9844,Roxie's Vivienda Universitaria,334,107,114,N
9845,9845,Sara's Vivienda Universitaria,211,170,520,N
9846,9846,Kelly's Vivienda Universitaria,445,388,678,Y
9847,9847,Billie's Vivienda Universitaria,365,284,578,N
9848,9848,Lisa's Vivienda Universitaria,202,193,802,N
9849,9849,Brian's Vivienda Universitaria,492,325,625,N
9850,9850,Michael's Vivienda Universitaria,237,463,316,Y
9851,9851,Ali's Vivienda Universitaria,123,132,657,N
9852,9852,Kathleen's Vivienda Universitaria,127,269,471,N
9853,9853,Steve's Vivienda Universitaria,233,111,219,N
9854,9854,Melanie's Vivienda Universitaria,164,444,523,Y
9855,9855,Leone's Vivienda Universitaria,346,341,782,N
9856,9856,Alex's Vivienda Universitaria,105,196,317,Y
9857,9857,Regina's Vivienda Universitaria,341,493,759,Y
9858,9858,Michael's Vivienda Universitaria,422,392,868,Y
9859,9859,Ruth's Vivienda Universitaria,204,318,800,N
9860,9860,James's Vivienda Universitaria,466,468,770,N
9861,9861,Stephen's Vivienda Universitaria,453,157,350,N
9862,9862,Mary's Vivienda Universitaria,476,473,318,N
9863,9863,Christine's Vivienda Universitaria,121,264,316,Y
9864,9864,Daryl's Vivienda Universitaria,297,349,872,N
9865,9865,Mary's Vivienda Universitaria,361,147,407,Y
9866,9866,Jeffrey's Vivienda Universitaria,309,246,512,Y
9867,9867,Christopher's Vivienda Universitaria,344,182,115,Y
9868,9868,James's Vivienda Universitaria,341,245,390,N
9869,9869,Theresa's Vivienda Universitaria,194,359,383,Y
9870,9870,Kenneth's Vivienda Universitaria,366,428,622,N
9871,9871,Albert's Vivienda Universitaria,400,389,930,N
9872,9872,David's Vivienda Universitaria,349,410,123,Y
9873,9873,Angelina's Vivienda Universitaria,101,361,923,Y
9874,9874,Lori's Vivienda Universitaria,359,171,944,N
9875,9875,Viola's Vivienda Universitaria,171,146,583,Y
9876,9876,Florence's Vivienda Universitaria,489,318,732,Y
9877,9877,William's Vivienda Universitaria,413,413,572,N
9878,9878,Guadalupe's Vivienda Universitaria,373,481,678,Y
9879,9879,June's Vivienda Universitaria,308,220,870,N
9880,9880,Daniel's Vivienda Universitaria,252,124,855,Y
9881,9881,Bettie's Vivienda Universitaria,335,225,184,N
9882,9882,Homer's Vivienda Universitaria,401,488,170,Y
9883,9883,Nell's Vivienda Universitaria,282,103,666,N
9884,9884,David's Vivienda Universitaria,373,108,275,N
9885,9885,Taryn's Vivienda Universitaria,214,201,733,N
9886,9886,Mary's Vivienda Universitaria,158,156,252,Y
9887,9887,Douglas's Vivienda Universitaria,476,270,796,Y
9888,9888,Charles's Vivienda Universitaria,118,118,447,Y
9889,9889,Carla's Vivienda Universitaria,451,152,865,N
9890,9890,Andrew's Vivienda Universitaria,485,422,359,Y
9891,9891,Shawn's Vivienda Universitaria,498,200,255,N
9892,9892,Maria's Vivienda Universitaria,321,218,590,N
9893,9893,Clifford's Vivienda Universitaria,462,459,726,Y
9894,9894,Hannah's Vivienda Universitaria,132,274,264,N
9895,9895,Jeannette's Vivienda Universitaria,151,454,981,N
9896,9896,Corinne's Vivienda Universitaria,272,344,979,N
9897,9897,Jeanetta's Vivienda Universitaria,306,251,346,N
9898,9898,Timothy's Vivienda Universitaria,156,277,951,Y
9899,9899,Frances's Vivienda Universitaria,472,160,432,N
9900,9900,Dorothy's Vivienda Universitaria,118,391,505,N
9901,9901,Randy's Vivienda Universitaria,107,379,455,N
9902,9902,Stephen's Vivienda Universitaria,350,334,297,Y
9903,9903,Ralph's Vivienda Universitaria,446,287,549,N
9904,9904,Michael's Vivienda Universitaria,405,221,916,N
9905,9905,Scott's Vivienda Universitaria,272,481,711,N
9906,9906,Agueda's Vivienda Universitaria,365,173,487,Y
9907,9907,Bart's Vivienda Universitaria,307,467,621,N
9908,9908,Cheryl's Vivienda Universitaria,114,479,569,N
9909,9909,Wayne's Vivienda Universitaria,443,458,496,N
9910,9910,Dianne's Vivienda Universitaria,343,360,526,Y
9911,9911,Rebecca's Vivienda Universitaria,145,464,170,N
9912,9912,Terry's Vivienda Universitaria,109,350,427,N
9913,9913,Kenneth's Vivienda Universitaria,249,281,364,N
9914,9914,Sarah's Vivienda Universitaria,110,223,867,Y
9915,9915,Jeanette's Vivienda Universitaria,332,176,506,Y
9916,9916,Eugene's Vivienda Universitaria,391,198,391,Y
9917,9917,Kory's Vivienda Universitaria,355,327,335,N
9918,9918,Andrea's Vivienda Universitaria,373,106,115,N
9919,9919,Ronald's Vivienda Universitaria,105,325,974,N
9920,9920,Michael's Vivienda Universitaria,251,450,511,Y
9921,9921,Rosemarie's Vivienda Universitaria,219,139,560,Y
9922,9922,Oscar's Vivienda Universitaria,407,266,920,N
9923,9923,Paul's Vivienda Universitaria,413,313,849,Y
9924,9924,Mark's Vivienda Universitaria,106,318,794,Y
9925,9925,Holly's Vivienda Universitaria,158,360,753,N
9926,9926,Kenneth's Vivienda Universitaria,167,170,380,N
9927,9927,Juana's Vivienda Universitaria,363,161,555,Y
9928,9928,Joshua's Vivienda Universitaria,115,101,702,N
9929,9929,Joy's Vivienda Universitaria,479,410,145,N
9930,9930,Chet's Vivienda Universitaria,114,377,197,N
9931,9931,Joelle's Vivienda Universitaria,335,170,608,N
9932,9932,Dolores's Vivienda Universitaria,243,272,358,N
9933,9933,Shawn's Vivienda Universitaria,105,311,310,Y
9934,9934,Eleanor's Vivienda Universitaria,405,491,176,Y
9935,9935,Vera's Vivienda Universitaria,136,273,415,Y
9936,9936,Paul's Vivienda Universitaria,257,222,354,N
9937,9937,Shira's Vivienda Universitaria,302,354,881,Y
9938,9938,Daniel's Vivienda Universitaria,443,415,823,N
9939,9939,Alison's Vivienda Universitaria,164,111,925,N
9940,9940,Jose's Vivienda Universitaria,145,439,191,Y
9941,9941,Brenna's Vivienda Universitaria,323,237,916,N
9942,9942,Danny's Vivienda Universitaria,212,256,812,Y
9943,9943,George's Vivienda Universitaria,249,182,120,N
9944,9944,Kathryne's Vivienda Universitaria,200,405,204,Y
9945,9945,Beau's Vivienda Universitaria,334,229,791,N
9946,9946,Barbara's Vivienda Universitaria,412,456,759,N
9947,9947,Juan's Vivienda Universitaria,387,381,204,Y
9948,9948,Patricia's Vivienda Universitaria,214,299,626,N
9949,9949,Angela's Vivienda Universitaria,421,444,988,Y
9950,9950,Tyler's Vivienda Universitaria,356,435,686,Y
9951,9951,Nicholle's Vivienda Universitaria,154,109,298,N
9952,9952,Eric's Vivienda Universitaria,213,337,847,N
9953,9953,Patricia's Vivienda Universitaria,285,482,116,N
9954,9954,Debbie's Vivienda Universitaria,360,426,704,N
9955,9955,Mose's Vivienda Universitaria,492,471,424,Y
9956,9956,Lucy's Vivienda Universitaria,499,357,435,Y
9957,9957,Alfredo's Vivienda Universitaria,345,146,376,N
9958,9958,Hilaria's Vivienda Universitaria,206,253,166,N
9959,9959,Kayla's Vivienda Universitaria,188,398,974,Y
9960,9960,Ellen's Vivienda Universitaria,448,303,106,Y
9961,9961,James's Vivienda Universitaria,425,439,940,Y
9962,9962,Jacqueline's Vivienda Universitaria,198,160,500,Y
9963,9963,Robbie's Vivienda Universitaria,238,101,902,Y
9964,9964,Charles's Vivienda Universitaria,435,486,748,N
9965,9965,Ricky's Vivienda Universitaria,313,404,757,Y
9966,9966,Robert's Vivienda Universitaria,269,149,877,N
9967,9967,James's Vivienda Universitaria,338,176,958,Y
9968,9968,Patrick's Vivienda Universitaria,416,232,343,N
9969,9969,Connie's Vivienda Universitaria,376,326,279,N
9970,9970,Amparo's Vivienda Universitaria,481,279,566,Y
9971,9971,Mary's Vivienda Universitaria,445,125,472,Y
9972,9972,Marcus's Vivienda Universitaria,194,213,276,Y
9973,9973,Adelina's Vivienda Universitaria,174,329,647,Y
9974,9974,Richard's Vivienda Universitaria,141,102,260,N
9975,9975,Sheri's Vivienda Universitaria,104,346,333,N
9976,9976,Douglas's Vivienda Universitaria,226,311,190,N
9977,9977,Edward's Vivienda Universitaria,240,486,872,N
9978,9978,Alanna's Vivienda Universitaria,468,159,812,N
9979,9979,Dennis's Vivienda Universitaria,143,234,408,Y
9980,9980,Jennifer's Vivienda Universitaria,322,480,673,N
9981,9981,Iva's Vivienda Universitaria,323,346,370,N
9982,9982,Raymond's Vivienda Universitaria,198,187,318,N
9983,9983,Wilhelmina's Vivienda Universitaria,298,136,463,Y
9984,9984,Lisa's Vivienda Universitaria,416,441,498,Y
9985,9985,Agustin's Vivienda Universitaria,173,241,349,N
9986,9986,Margaret's Vivienda Universitaria,438,432,878,Y
9987,9987,Sadie's Vivienda Universitaria,100,223,222,N
9988,9988,Robert's Vivienda Universitaria,472,311,959,N
9989,9989,Chris's Vivienda Universitaria,230,472,955,N
9990,9990,Valerie's Vivienda Universitaria,275,419,230,N
9991,9991,Margaret's Vivienda Universitaria,379,282,466,N
9992,9992,Benjamin's Vivienda Universitaria,291,256,131,N
9993,9993,Dianne's Vivienda Universitaria,133,137,439,N
9994,9994,Robert's Vivienda Universitaria,498,241,847,N
9995,9995,Jennifer's Vivienda Universitaria,245,490,324,N
9996,9996,Mary's Vivienda Universitaria,382,188,795,Y
9997,9997,Valerie's Vivienda Universitaria,241,433,688,Y
9998,9998,Beth's Vivienda Universitaria,166,205,750,N
9999,9999,Kay's Vivienda Universitaria,132,481,898,Y
10000,10000,Jane's Vivienda Universitaria,359,190,492,Y
10001,10001,Frank's Vivienda Universitaria,459,404,832,N
10002,10002,Thomas's Vivienda Universitaria,344,222,660,N
10003,10003,Leann's Vivienda Universitaria,203,208,837,Y
10004,10004,Ryan's Vivienda Universitaria,178,272,955,Y
10005,10005,Annette's Vivienda Universitaria,270,412,656,N
10006,10006,Ricardo's Vivienda Universitaria,273,450,544,N
10007,10007,Leon's Vivienda Universitaria,235,360,912,N
10008,10008,Yetta's Vivienda Universitaria,337,141,803,N
10009,10009,Eddie's Vivienda Universitaria,257,161,996,Y
10010,10010,Mary's Vivienda Universitaria,373,184,278,Y
10011,10011,Suzanne's Vivienda Universitaria,355,382,781,Y
10012,10012,Glenn's Vivienda Universitaria,130,323,819,N
10013,10013,Hobert's Vivienda Universitaria,440,324,294,Y
10014,10014,John's Vivienda Universitaria,450,421,722,N
10015,10015,Marie's Vivienda Universitaria,215,343,995,Y
10016,10016,Steven's Vivienda Universitaria,126,393,374,Y
10017,10017,Diane's Vivienda Universitaria,202,109,112,Y
10018,10018,Todd's Vivienda Universitaria,287,399,938,Y
10019,10019,Linda's Vivienda Universitaria,221,256,318,N
10020,10020,Stephen's Vivienda Universitaria,183,115,993,N
10021,10021,Kim's Vivienda Universitaria,341,236,416,Y
10022,10022,Garry's Vivienda Universitaria,244,201,293,Y
10023,10023,Gregory's Vivienda Universitaria,364,204,740,Y
10024,10024,Diego's Vivienda Universitaria,327,215,596,Y
10025,10025,Brandie's Vivienda Universitaria,242,440,605,N
10026,10026,Leslie's Vivienda Universitaria,370,318,345,N
10027,10027,Cheryl's Vivienda Universitaria,485,495,642,Y
10028,10028,Terry's Vivienda Universitaria,384,272,591,Y
10029,10029,Yvette's Vivienda Universitaria,167,291,583,Y
10030,10030,Martha's Vivienda Universitaria,267,334,122,Y
10031,10031,Karen's Vivienda Universitaria,266,289,231,N
10032,10032,Geraldine's Vivienda Universitaria,192,378,577,Y
10033,10033,Laurie's Vivienda Universitaria,297,465,748,Y
10034,10034,Carolyn's Vivienda Universitaria,352,337,511,Y
10035,10035,Ninfa's Vivienda Universitaria,302,305,310,N
10036,10036,Jose's Vivienda Universitaria,376,299,129,Y
10037,10037,Diane's Vivienda Universitaria,303,444,995,N
10038,10038,Heather's Vivienda Universitaria,483,393,962,Y
10039,10039,Jack's Vivienda Universitaria,197,318,541,Y
10040,10040,Jessie's Vivienda Universitaria,107,409,513,Y
10041,10041,Carmine's Vivienda Universitaria,498,473,438,Y
10042,10042,Sam's Vivienda Universitaria,417,417,304,Y
10043,10043,Ivan's Vivienda Universitaria,378,127,620,N
10044,10044,Gail's Vivienda Universitaria,399,221,351,N
10045,10045,Martin's Vivienda Universitaria,158,219,735,N
10046,10046,Zachary's Vivienda Universitaria,487,144,496,N
10047,10047,Lorena's Vivienda Universitaria,483,349,760,Y
10048,10048,Marina's Vivienda Universitaria,388,121,916,Y
10049,10049,Lorraine's Vivienda Universitaria,285,317,455,N
10050,10050,Mary's Vivienda Universitaria,388,435,105,N
10051,10051,Kristin's Vivienda Universitaria,496,395,782,Y
10052,10052,Linda's Vivienda Universitaria,297,145,969,N
10053,10053,Randall's Vivienda Universitaria,150,289,356,N
10054,10054,Luba's Vivienda Universitaria,138,146,512,Y
10055,10055,Donald's Vivienda Universitaria,259,384,427,N
10056,10056,Robert's Vivienda Universitaria,497,443,386,Y
10057,10057,Ethel's Vivienda Universitaria,169,486,330,N
10058,10058,Debra's Vivienda Universitaria,429,468,227,Y
10059,10059,Kathy's Vivienda Universitaria,199,477,422,Y
