IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
19269,3,compartido,compartido,10,32068
19270,2,privado,individual,97,15890
19271,1,compartido,individual,94,5595
19272,2,privado,compartido,34,5309
19273,2,privado,compartido,33,22193
19274,0,compartido,compartido,64,44448
19275,1,privado,individual,24,3044
19276,1,compartido,compartido,83,26959
19277,3,privado,individual,83,10728
19278,3,compartido,individual,54,7422
19279,1,privado,individual,77,14476
19280,1,privado,compartido,80,26917
19281,3,compartido,compartido,75,33493
19282,3,privado,individual,27,45546
19283,0,compartido,compartido,8,8645
19284,0,privado,individual,71,18153
19285,0,privado,compartido,39,5553
19286,2,compartido,compartido,49,3761
19287,1,compartido,compartido,28,34644
19288,0,compartido,compartido,44,34821
19289,1,privado,individual,28,8074
19290,0,compartido,compartido,22,28037
19291,2,compartido,individual,33,9376
19292,3,compartido,compartido,78,2467
19293,0,privado,individual,67,344
19294,0,compartido,compartido,51,23610
19295,0,privado,individual,47,14912
19296,0,compartido,compartido,65,13799
19297,1,privado,compartido,16,28675
19298,2,compartido,individual,98,25014
19299,2,compartido,individual,30,44823
19300,1,privado,individual,23,11677
19301,1,compartido,compartido,60,34454
19302,0,privado,individual,45,47747
19303,3,compartido,compartido,47,34451
19304,2,compartido,individual,29,39009
19305,1,privado,compartido,10,9676
19306,3,privado,individual,45,11530
19307,1,privado,compartido,93,21730
19308,3,compartido,compartido,22,11054
19309,1,compartido,compartido,98,46736
19310,3,privado,individual,19,4414
19311,0,privado,individual,10,1856
19312,1,privado,compartido,78,41790
19313,0,privado,compartido,83,49744
19314,3,compartido,compartido,66,42620
19315,3,privado,individual,25,15941
19316,1,compartido,compartido,12,10661
19317,0,privado,compartido,15,40508
19318,0,compartido,compartido,65,36097
19319,3,privado,compartido,4,785
19320,0,compartido,individual,59,18713
19321,1,privado,compartido,76,28500
19322,1,privado,individual,60,19061
19323,1,privado,compartido,83,7332
19324,1,privado,compartido,61,46138
19325,2,privado,compartido,76,16184
19326,2,compartido,compartido,22,26695
19327,3,compartido,compartido,8,8844
19328,1,privado,individual,26,39087
19329,3,privado,compartido,52,24257
19330,1,privado,compartido,1,29834
19331,0,privado,individual,100,12289
19332,1,privado,compartido,48,49730
19333,0,privado,compartido,86,46184
19334,1,compartido,compartido,3,37194
19335,0,compartido,compartido,43,39453
19336,2,privado,individual,83,47346
19337,0,compartido,individual,45,6530
19338,0,compartido,compartido,72,22550
19339,1,compartido,compartido,72,19957
19340,0,privado,individual,7,17516
19341,3,compartido,individual,57,35859
19342,1,compartido,compartido,25,49968
19343,2,privado,compartido,10,13192
19344,3,compartido,compartido,45,27040
19345,3,compartido,compartido,21,3937
19346,0,privado,individual,56,7334
19347,1,privado,individual,42,49346
19348,3,privado,compartido,61,33426
19349,2,compartido,individual,58,39560
19350,3,privado,compartido,78,49327
19351,2,compartido,compartido,11,20852
19352,3,privado,individual,25,28441
19353,1,compartido,compartido,96,17551
19354,3,compartido,compartido,28,42417
19355,2,compartido,individual,62,47641
19356,1,compartido,individual,94,36873
19357,1,compartido,individual,22,21732
19358,1,privado,compartido,23,46676
19359,2,privado,individual,41,19755
19360,1,compartido,compartido,42,37080
19361,2,compartido,individual,57,7796
19362,0,privado,compartido,32,2087
19363,1,compartido,individual,78,44992
19364,2,privado,individual,15,22052
19365,0,compartido,individual,62,18955
19366,1,privado,individual,51,580
19367,1,compartido,individual,5,27324
19368,0,compartido,compartido,93,4483
19369,0,privado,compartido,59,16914
19370,3,privado,individual,57,40645
19371,3,privado,compartido,32,8451
19372,3,privado,individual,57,2609
19373,2,compartido,compartido,92,16764
19374,3,compartido,compartido,16,26349
19375,3,privado,individual,85,28976
19376,1,privado,compartido,20,31069
19377,1,compartido,individual,54,32984
19378,1,compartido,compartido,43,22187
19379,2,compartido,individual,68,43049
19380,0,compartido,individual,52,26679
19381,3,privado,individual,16,34686
19382,0,compartido,individual,74,48359
19383,0,privado,individual,77,47535
19384,2,compartido,compartido,6,38665
19385,3,compartido,individual,56,27497
19386,1,compartido,individual,43,46027
19387,1,privado,compartido,40,6687
19388,0,compartido,individual,79,18580
19389,0,compartido,individual,18,14346
19390,1,privado,compartido,82,16447
19391,2,compartido,individual,86,1967
19392,2,privado,individual,76,10661
19393,3,compartido,compartido,2,14990
19394,2,compartido,individual,39,47978
19395,3,compartido,individual,88,11183
19396,2,privado,compartido,63,14192
19397,1,privado,compartido,42,9412
19398,0,privado,compartido,71,17440
19399,1,privado,individual,55,37844
19400,1,privado,compartido,16,14052
19401,3,compartido,individual,52,43359
19402,0,privado,individual,83,43715
19403,2,compartido,compartido,15,18848
19404,3,compartido,individual,35,37796
19405,0,compartido,individual,47,18105
19406,2,compartido,individual,23,6696
19407,2,privado,individual,27,23276
19408,1,privado,compartido,91,45317
19409,0,compartido,compartido,21,6580
19410,2,privado,compartido,66,2668
19411,1,compartido,individual,59,55
19412,0,compartido,compartido,30,12362
19413,1,compartido,individual,78,19738
19414,0,privado,individual,16,13830
19415,2,compartido,compartido,74,39200
19416,0,privado,individual,85,35530
19417,1,privado,individual,72,28065
19418,1,privado,individual,38,11990
19419,3,privado,individual,78,41251
19420,3,privado,compartido,12,36933
19421,3,privado,compartido,36,25108
19422,3,compartido,compartido,30,5254
19423,1,compartido,compartido,85,29894
19424,2,compartido,compartido,12,23389
19425,1,privado,compartido,48,13476
19426,3,compartido,individual,10,38808
19427,2,privado,individual,44,34156
19428,0,privado,individual,12,37214
19429,1,compartido,compartido,98,40007
19430,2,compartido,compartido,99,40982
19431,2,privado,individual,6,42428
19432,0,privado,individual,29,43685
19433,1,compartido,compartido,60,16245
19434,1,privado,individual,75,49518
19435,3,compartido,individual,99,2586
19436,0,compartido,individual,63,44707
19437,1,compartido,individual,1,30216
19438,3,privado,individual,90,49156
19439,3,privado,individual,41,17716
19440,3,privado,individual,25,39928
19441,3,privado,compartido,89,40975
19442,1,compartido,individual,87,25695
19443,1,compartido,compartido,45,31629
19444,2,compartido,individual,15,45814
19445,0,compartido,compartido,41,45901
19446,1,compartido,individual,74,25224
19447,1,compartido,individual,22,559
19448,0,compartido,individual,84,48352
19449,1,compartido,individual,88,12905
19450,1,compartido,individual,100,22027
19451,0,compartido,individual,55,10323
19452,2,privado,individual,67,24970
19453,2,compartido,compartido,38,28186
19454,0,compartido,compartido,87,1674
19455,2,privado,individual,64,9895
19456,2,compartido,compartido,57,47535
19457,0,compartido,individual,22,19653
19458,0,privado,compartido,35,22178
19459,2,privado,compartido,6,7820
19460,1,privado,compartido,18,18093
19461,0,privado,compartido,39,30067
19462,0,compartido,compartido,53,41225
19463,1,privado,individual,52,30257
19464,2,privado,compartido,99,40913
19465,0,privado,compartido,24,41111
19466,1,compartido,compartido,49,24721
19467,0,privado,compartido,7,28945
19468,0,compartido,individual,46,32023
19469,1,compartido,compartido,19,46880
19470,0,privado,compartido,20,13390
19471,1,privado,individual,1,21148
19472,1,privado,individual,27,45431
19473,2,compartido,individual,88,8993
19474,3,compartido,individual,34,34991
19475,3,privado,compartido,44,47315
19476,1,privado,individual,13,8671
19477,0,privado,compartido,77,32686
19478,2,privado,compartido,42,30099
19479,3,compartido,compartido,62,10238
19480,3,compartido,individual,8,29397
19481,1,compartido,compartido,89,23220
19482,1,privado,compartido,84,775
19483,0,privado,individual,95,8945
19484,1,compartido,compartido,67,14770
19485,0,compartido,compartido,86,30641
19486,1,privado,compartido,90,41906
19487,0,privado,individual,68,15608
19488,0,compartido,individual,16,7577
19489,3,compartido,individual,74,24862
19490,0,privado,individual,23,38924
19491,2,compartido,individual,36,163
19492,1,privado,individual,67,10522
19493,3,compartido,compartido,33,14305
19494,3,compartido,compartido,56,28884
19495,0,compartido,compartido,81,23701
19496,3,privado,individual,11,12606
19497,0,privado,compartido,12,20804
19498,0,compartido,individual,93,9126
19499,3,privado,individual,35,34374
19500,2,compartido,compartido,54,26434
19501,0,compartido,individual,32,32247
19502,1,privado,individual,70,36879
19503,3,compartido,individual,52,45794
19504,3,privado,compartido,20,11786
19505,3,compartido,individual,62,12603
19506,1,compartido,compartido,7,8246
19507,0,compartido,compartido,8,11857
19508,1,compartido,compartido,11,17078
19509,2,compartido,individual,47,12147
19510,3,privado,individual,91,42376
19511,2,compartido,individual,85,48438
19512,1,privado,individual,62,31868
19513,0,privado,individual,77,30286
19514,3,compartido,individual,90,45118
19515,0,compartido,individual,85,46129
19516,1,privado,individual,85,3124
19517,3,compartido,compartido,65,48700
19518,3,compartido,individual,31,32742
19519,1,privado,individual,94,2946
19520,3,compartido,individual,83,35209
19521,1,compartido,individual,8,46111
19522,2,privado,individual,9,7917
19523,2,privado,individual,16,26823
19524,0,compartido,compartido,41,4154
19525,2,compartido,compartido,52,24220
19526,0,compartido,individual,68,18515
19527,1,privado,compartido,41,29727
19528,3,privado,compartido,63,27165
19529,2,compartido,compartido,54,40776
19530,0,privado,compartido,26,47454
19531,3,compartido,compartido,53,24599
19532,3,privado,compartido,46,43284
19533,2,compartido,individual,6,10033
19534,2,compartido,compartido,99,44506
19535,1,compartido,individual,97,48306
19536,1,privado,individual,16,5751
19537,2,compartido,individual,4,15790
19538,0,compartido,compartido,55,36703
19539,2,compartido,compartido,68,18241
19540,1,privado,individual,100,13484
19541,2,compartido,individual,38,4351
19542,1,compartido,compartido,11,16927
19543,3,compartido,individual,36,47714
19544,1,privado,individual,21,43563
19545,2,privado,individual,65,11624
19546,2,compartido,individual,27,33891
19547,3,compartido,compartido,87,29839
19548,3,privado,compartido,31,37964
19549,1,compartido,individual,69,26950
19550,3,compartido,individual,86,8257
19551,2,privado,individual,94,788
19552,2,compartido,individual,97,41723
19553,1,privado,compartido,7,20752
19554,2,compartido,compartido,95,11441
19555,2,privado,individual,85,27963
19556,3,compartido,compartido,95,8507
19557,0,privado,individual,96,13239
19558,3,compartido,compartido,97,37935
19559,2,privado,compartido,54,27174
19560,0,compartido,compartido,87,11940
19561,3,compartido,compartido,18,5484
19562,0,compartido,individual,58,22438
19563,2,privado,compartido,11,27671
19564,2,privado,individual,21,31240
19565,1,compartido,compartido,76,282
19566,2,privado,compartido,100,658
19567,2,privado,individual,65,29624
19568,1,compartido,compartido,42,18249
19569,3,privado,compartido,14,48068
19570,1,compartido,compartido,14,39181
19571,3,compartido,individual,29,48327
19572,0,compartido,individual,51,10540
19573,0,privado,compartido,75,39913
19574,0,privado,individual,48,6439
19575,0,privado,individual,39,15105
19576,2,privado,compartido,62,49156
19577,0,compartido,individual,68,18737
19578,0,compartido,individual,68,10006
19579,2,privado,compartido,99,23576
19580,3,privado,individual,64,20658
19581,2,privado,compartido,9,49799
19582,2,compartido,individual,45,25966
19583,2,privado,compartido,79,13704
19584,2,privado,individual,90,36122
19585,0,compartido,individual,55,32914
19586,3,compartido,individual,90,31524
19587,2,compartido,compartido,71,36128
19588,0,privado,compartido,65,3390
19589,1,privado,compartido,56,37015
19590,1,privado,individual,16,17553
19591,2,privado,individual,26,48629
19592,1,compartido,individual,66,39910
19593,3,compartido,individual,12,37220
19594,1,compartido,compartido,12,7827
19595,3,privado,individual,29,39005
19596,2,privado,individual,29,354
19597,1,privado,individual,100,38858
19598,3,privado,individual,59,22803
19599,3,privado,compartido,6,9501
19600,1,privado,compartido,99,9515
19601,0,privado,individual,76,24344
19602,3,privado,individual,53,38083
19603,2,compartido,individual,20,7358
19604,1,privado,individual,1,47241
19605,3,compartido,individual,76,35363
19606,3,privado,compartido,56,5733
19607,2,compartido,individual,13,19311
19608,1,privado,compartido,63,20533
19609,0,privado,individual,97,5661
19610,1,compartido,individual,67,27203
19611,0,compartido,compartido,61,18352
19612,2,compartido,compartido,90,32053
19613,1,compartido,individual,71,41879
19614,2,compartido,individual,61,44511
19615,1,compartido,compartido,28,2566
19616,0,privado,individual,32,27039
19617,0,compartido,compartido,91,17304
19618,2,privado,individual,46,10251
19619,0,privado,individual,60,1755
19620,1,privado,compartido,28,12218
19621,0,privado,compartido,100,38494
19622,3,compartido,compartido,15,27071
19623,3,privado,compartido,25,47345
19624,1,compartido,individual,38,32087
19625,0,compartido,compartido,45,12174
19626,2,compartido,individual,21,21909
19627,1,privado,compartido,43,2997
19628,1,privado,individual,59,28579
19629,0,privado,individual,49,19621
19630,2,privado,compartido,89,22080
19631,1,compartido,individual,71,30271
19632,2,privado,compartido,94,42672
19633,2,privado,individual,77,16612
19634,3,compartido,individual,28,26145
19635,2,compartido,compartido,74,35258
19636,0,privado,compartido,58,21779
19637,0,privado,compartido,71,22702
19638,3,compartido,individual,1,15345
19639,2,privado,individual,23,39660
19640,0,compartido,compartido,9,35995
19641,1,compartido,individual,5,40839
19642,0,privado,compartido,74,9426
19643,2,privado,individual,33,29891
19644,2,compartido,compartido,49,26236
19645,0,privado,individual,47,24301
19646,3,privado,individual,5,3661
19647,2,privado,compartido,7,30353
19648,0,compartido,individual,49,15086
19649,3,compartido,individual,9,21456
19650,0,privado,individual,9,39281
19651,1,privado,individual,11,35735
19652,3,compartido,compartido,16,27509
19653,1,privado,compartido,55,9484
19654,3,privado,compartido,21,12435
19655,3,privado,individual,62,14301
19656,2,privado,individual,60,24672
19657,1,compartido,compartido,6,26919
19658,2,compartido,compartido,76,49369
19659,1,privado,compartido,11,1908
19660,0,privado,compartido,88,28995
19661,2,compartido,compartido,30,13944
19662,3,compartido,compartido,2,37328
19663,0,compartido,individual,92,19222
19664,1,privado,individual,80,25190
19665,1,compartido,individual,9,25973
19666,3,compartido,compartido,19,43680
19667,2,compartido,individual,59,20602
19668,2,compartido,individual,30,46427
19669,2,compartido,individual,63,34259
19670,3,privado,individual,16,5125
19671,3,compartido,individual,21,33544
19672,2,privado,compartido,9,33986
19673,0,compartido,compartido,2,10861
19674,2,privado,compartido,55,24601
19675,3,compartido,individual,54,35864
19676,0,privado,individual,68,18978
19677,0,compartido,compartido,67,46831
19678,2,compartido,compartido,3,29816
19679,1,compartido,compartido,15,24676
19680,0,privado,individual,47,41211
19681,2,privado,compartido,36,8129
19682,2,compartido,compartido,18,24250
19683,2,compartido,individual,87,7827
19684,2,compartido,individual,63,40522
19685,1,compartido,compartido,13,30176
19686,2,privado,individual,68,41666
19687,2,privado,individual,13,35454
19688,3,compartido,individual,19,7042
19689,3,privado,compartido,70,45536
19690,0,privado,individual,32,29918
19691,3,privado,compartido,39,47102
19692,2,compartido,individual,51,33934
19693,2,compartido,compartido,35,37639
19694,1,privado,compartido,51,23318
19695,0,privado,individual,10,34597
19696,0,privado,compartido,3,19400
19697,1,compartido,individual,14,27574
19698,3,privado,compartido,84,15402
19699,2,compartido,individual,28,8936
19700,2,privado,individual,67,30758
19701,1,privado,individual,29,43541
19702,3,compartido,compartido,3,13455
19703,1,compartido,compartido,56,14207
19704,0,compartido,individual,77,35531
19705,2,privado,individual,69,5928
19706,3,privado,individual,95,35612
19707,1,compartido,compartido,17,42560
19708,2,compartido,individual,44,28515
19709,3,privado,compartido,41,14007
19710,2,privado,individual,60,4366
19711,2,compartido,individual,4,49942
19712,1,privado,compartido,7,12653
19713,1,privado,individual,40,5556
19714,1,privado,compartido,63,17111
19715,2,compartido,individual,3,9600
19716,2,compartido,individual,69,18002
19717,3,privado,individual,37,20774
19718,2,compartido,compartido,100,455
19719,3,privado,individual,82,738
19720,1,privado,compartido,61,39776
19721,0,privado,individual,41,10332
19722,1,compartido,compartido,6,40838
19723,3,compartido,individual,8,27195
19724,3,privado,individual,61,6075
19725,3,privado,compartido,77,23770
19726,2,privado,individual,29,8991
19727,2,privado,compartido,78,32480
19728,3,compartido,individual,2,45468
19729,3,privado,compartido,51,18581
19730,1,compartido,compartido,76,5876
19731,3,privado,individual,95,29785
19732,0,privado,compartido,44,16690
19733,1,compartido,individual,47,30233
19734,0,compartido,compartido,80,1642
19735,3,compartido,individual,27,44640
19736,0,compartido,compartido,91,23591
19737,2,compartido,compartido,62,21133
19738,2,privado,compartido,82,21164
19739,2,privado,compartido,96,34209
19740,1,compartido,compartido,40,32475
19741,0,privado,individual,59,17414
19742,2,privado,individual,26,35754
19743,1,privado,individual,15,3530
19744,0,compartido,individual,33,3325
19745,1,compartido,individual,83,16399
19746,0,compartido,compartido,10,30971
19747,2,privado,individual,73,1249
19748,3,compartido,compartido,57,35569
19749,3,compartido,individual,12,29104
19750,1,privado,individual,42,46717
19751,1,compartido,individual,64,42295
19752,1,compartido,compartido,41,206
19753,3,compartido,individual,73,7453
19754,2,compartido,compartido,68,23925
19755,2,privado,compartido,41,13064
19756,1,compartido,compartido,41,23505
19757,3,privado,compartido,27,38436
19758,1,privado,individual,68,22322
19759,3,privado,compartido,76,13908
19760,2,compartido,individual,68,6163
19761,1,privado,individual,33,43273
19762,1,privado,compartido,30,29153
19763,0,privado,compartido,37,15803
19764,0,privado,compartido,24,17535
19765,0,privado,compartido,8,15880
19766,3,privado,individual,8,1257
19767,0,privado,individual,66,43120
19768,1,privado,individual,52,12295
19769,1,privado,compartido,4,47921
19770,3,privado,compartido,38,38383
19771,0,privado,compartido,81,25918
19772,3,compartido,compartido,70,15492
19773,0,privado,compartido,69,35923
19774,2,privado,compartido,16,30694
19775,3,privado,compartido,5,48076
19776,1,privado,individual,4,41067
19777,1,compartido,compartido,11,40018
19778,1,privado,individual,10,44809
19779,0,privado,compartido,17,32089
19780,2,compartido,individual,29,25011
19781,1,privado,individual,66,9787
19782,2,compartido,compartido,69,33562
19783,1,privado,individual,56,12995
19784,0,compartido,compartido,93,15790
19785,1,privado,compartido,28,16516
19786,1,compartido,individual,59,48209
19787,2,privado,compartido,45,20752
19788,3,compartido,individual,31,10410
19789,3,privado,compartido,14,32195
19790,3,compartido,individual,2,42575
19791,0,privado,individual,60,49030
19792,0,privado,individual,90,16292
19793,3,compartido,compartido,99,5450
19794,1,compartido,compartido,72,24998
19795,2,compartido,compartido,57,49189
19796,0,privado,compartido,51,48880
19797,2,compartido,individual,23,29781
19798,2,privado,compartido,47,9659
19799,1,privado,compartido,77,19945
19800,3,privado,compartido,56,25465
19801,0,privado,compartido,39,42442
19802,1,compartido,individual,36,43906
19803,1,privado,individual,7,41858
19804,3,privado,compartido,42,28004
19805,3,privado,individual,97,19150
19806,1,compartido,individual,69,6188
19807,0,privado,compartido,21,40088
19808,1,privado,individual,86,4460
19809,2,compartido,individual,23,13663
19810,2,compartido,compartido,15,15201
19811,0,privado,individual,95,41024
19812,0,privado,compartido,89,48223
19813,3,privado,compartido,14,4481
19814,0,privado,compartido,30,28333
19815,2,compartido,individual,53,2775
19816,1,compartido,individual,25,24404
19817,0,privado,individual,92,36634
19818,0,privado,compartido,91,17101
19819,2,compartido,individual,52,11902
19820,1,compartido,compartido,21,40343
19821,2,privado,individual,9,7135
19822,1,compartido,compartido,49,39941
19823,0,compartido,compartido,79,9768
19824,3,compartido,individual,88,36653
19825,2,compartido,compartido,45,29314
19826,3,compartido,compartido,68,41692
19827,3,privado,individual,4,19864
19828,3,compartido,individual,80,29831
19829,2,privado,individual,84,10945
19830,3,compartido,compartido,98,47984
19831,2,privado,compartido,53,31103
19832,1,compartido,compartido,99,31918
19833,3,compartido,individual,76,20626
19834,1,privado,compartido,57,34921
19835,0,privado,compartido,77,20822
19836,3,privado,compartido,60,28342
19837,3,compartido,individual,7,17136
19838,3,privado,individual,14,25258
19839,3,compartido,individual,5,20021
19840,2,compartido,compartido,80,819
19841,2,compartido,compartido,24,30317
19842,0,privado,individual,90,35360
19843,2,privado,individual,29,48336
19844,3,compartido,individual,53,8243
19845,1,compartido,compartido,28,7227
19846,2,privado,compartido,63,47139
19847,3,compartido,compartido,32,28394
19848,2,privado,compartido,84,16082
19849,2,privado,individual,81,19033
19850,3,privado,individual,30,35705
19851,1,privado,compartido,23,4634
19852,1,privado,compartido,76,31053
19853,2,privado,compartido,13,9280
19854,2,privado,compartido,37,8145
19855,2,privado,individual,21,19932
19856,2,compartido,individual,37,30548
19857,0,privado,individual,82,22689
19858,3,privado,individual,30,3305
19859,2,privado,individual,6,35195
19860,3,compartido,compartido,78,16685
19861,1,compartido,compartido,72,20216
19862,0,privado,individual,10,20248
19863,2,privado,compartido,33,14319
19864,2,compartido,compartido,98,5762
19865,1,privado,individual,58,23767
19866,0,compartido,individual,94,11833
19867,1,privado,individual,31,8468
19868,2,privado,individual,47,24512
19869,3,compartido,individual,10,7822
19870,1,privado,individual,11,4966
19871,1,privado,compartido,37,3020
19872,1,privado,compartido,24,14189
19873,3,privado,compartido,25,3685
19874,3,compartido,individual,38,42313
19875,0,compartido,individual,91,21065
19876,3,privado,compartido,82,43964
19877,3,privado,individual,81,38958
19878,1,privado,individual,47,30846
19879,1,privado,individual,83,36367
19880,2,privado,compartido,99,25447
19881,3,compartido,compartido,5,35959
19882,3,compartido,individual,47,48716
19883,2,privado,compartido,81,47409
19884,2,privado,compartido,37,93
19885,1,compartido,individual,92,49942
19886,1,compartido,compartido,71,24328
19887,1,privado,individual,61,37608
19888,1,compartido,compartido,62,37937
19889,2,compartido,individual,1,2471
19890,3,compartido,compartido,87,24869
19891,3,privado,compartido,24,7522
19892,3,privado,individual,71,43629
19893,1,privado,compartido,27,27594
19894,1,compartido,individual,87,35931
19895,0,compartido,individual,6,22948
19896,1,compartido,individual,23,19768
19897,0,privado,individual,91,45341
19898,0,privado,individual,57,36366
19899,2,privado,individual,32,49671
19900,3,privado,individual,89,6701
19901,0,privado,individual,52,46670
19902,1,privado,individual,22,9329
19903,2,compartido,individual,90,17360
19904,0,privado,compartido,4,36383
19905,3,compartido,individual,21,12299
19906,1,privado,individual,21,20687
19907,2,compartido,individual,94,25024
19908,0,compartido,compartido,65,30980
19909,1,privado,individual,81,4162
19910,3,privado,individual,82,2802
19911,3,privado,compartido,65,24173
19912,3,privado,individual,52,14972
19913,1,compartido,individual,29,19714
19914,2,compartido,individual,81,4730
19915,1,privado,compartido,80,1147
19916,1,compartido,individual,72,28155
19917,2,compartido,compartido,16,16093
19918,0,compartido,individual,59,30684
19919,0,privado,individual,7,18997
19920,2,privado,compartido,62,48851
19921,1,privado,compartido,4,49908
19922,1,compartido,compartido,95,19010
19923,3,compartido,compartido,70,18581
19924,3,compartido,compartido,20,47119
19925,2,privado,compartido,78,18473
19926,0,compartido,compartido,59,29695
19927,0,privado,compartido,80,18683
19928,3,privado,compartido,31,7282
19929,2,privado,individual,86,2167
19930,1,privado,individual,97,13246
19931,0,privado,individual,61,32587
19932,2,privado,individual,2,17238
19933,0,privado,individual,71,26626
19934,1,privado,compartido,94,27204
19935,3,compartido,compartido,74,42496
19936,3,privado,compartido,64,29381
19937,0,compartido,compartido,17,1073
19938,3,compartido,compartido,21,1441
19939,1,compartido,individual,86,6242
19940,3,compartido,compartido,23,22348
19941,3,compartido,compartido,73,28890
19942,2,privado,compartido,51,38298
19943,2,privado,compartido,76,39753
19944,3,privado,individual,84,38712
19945,1,compartido,compartido,85,43032
19946,3,privado,individual,16,48671
19947,0,privado,compartido,72,43389
19948,1,compartido,compartido,75,42059
19949,0,compartido,individual,31,17471
19950,3,privado,compartido,51,47248
19951,3,privado,compartido,75,45935
19952,2,compartido,individual,70,17072
19953,1,privado,individual,33,41164
19954,0,privado,compartido,92,4974
19955,3,privado,individual,9,47050
19956,2,privado,compartido,9,47365
19957,1,compartido,compartido,92,20141
19958,0,privado,individual,91,14663
19959,0,privado,individual,3,34575
19960,0,compartido,individual,57,40284
19961,2,privado,individual,87,18195
19962,3,compartido,individual,61,18410
19963,0,compartido,compartido,9,18258
19964,3,privado,compartido,21,38137
19965,3,compartido,compartido,35,23369
19966,2,privado,individual,18,28788
19967,1,privado,individual,52,43845
19968,1,privado,compartido,71,35702
19969,3,privado,compartido,12,17369
19970,0,compartido,compartido,40,22753
19971,2,compartido,compartido,46,44633
19972,1,compartido,individual,90,39584
19973,2,privado,compartido,33,15437
19974,0,privado,compartido,72,2630
19975,0,privado,individual,78,14040
19976,0,compartido,individual,61,965
19977,0,compartido,compartido,67,34379
19978,0,compartido,compartido,10,29796
19979,2,compartido,compartido,29,35413
19980,3,privado,compartido,16,23881
19981,2,privado,compartido,100,7746
19982,2,compartido,individual,58,8663
19983,1,compartido,compartido,1,41238
19984,3,compartido,compartido,3,43781
19985,2,compartido,individual,67,37093
19986,3,compartido,individual,76,13322
19987,0,compartido,individual,79,814
19988,1,privado,compartido,12,44547
19989,1,compartido,individual,32,16042
19990,1,compartido,compartido,16,43579
19991,1,compartido,individual,35,32422
19992,2,compartido,individual,8,8172
19993,3,privado,individual,50,11875
19994,3,privado,individual,27,32991
19995,0,privado,individual,42,950
19996,1,privado,individual,48,4561
19997,0,compartido,compartido,99,43036
19998,0,privado,compartido,82,16481
19999,3,compartido,compartido,17,12188
20000,1,compartido,individual,30,45530
20001,3,compartido,individual,82,37626
20002,2,compartido,individual,99,8495
20003,1,compartido,individual,59,34518
20004,1,privado,compartido,68,37908
20005,2,privado,compartido,99,24734
20006,1,compartido,compartido,31,33495
20007,1,compartido,individual,24,4194
20008,1,privado,compartido,84,48012
20009,0,privado,individual,66,3414
20010,0,compartido,compartido,56,12087
20011,1,compartido,compartido,32,39061
20012,3,privado,individual,4,8985
20013,3,compartido,individual,56,13641
20014,0,compartido,individual,60,18647
20015,2,privado,individual,97,39070
20016,1,privado,individual,14,47772
20017,2,compartido,individual,46,2412
20018,3,compartido,individual,97,9839
20019,2,privado,compartido,64,9287
20020,0,privado,individual,37,36377
20021,1,compartido,individual,9,2497
20022,1,privado,individual,83,19591
20023,3,compartido,compartido,51,33767
20024,3,privado,individual,73,29977
20025,0,compartido,compartido,78,8689
20026,0,privado,compartido,20,2379
20027,0,compartido,individual,96,46420
20028,0,compartido,compartido,78,36507
20029,2,compartido,compartido,86,43345
20030,1,privado,compartido,79,44979
20031,1,privado,compartido,71,36911
20032,2,compartido,individual,69,33008
20033,2,privado,compartido,54,19413
20034,3,compartido,compartido,91,40213
20035,1,compartido,individual,2,12748
20036,0,compartido,compartido,37,43569
20037,3,privado,compartido,1,9482
20038,2,privado,individual,37,20517
20039,0,compartido,compartido,80,43712
20040,0,compartido,compartido,83,18991
20041,2,privado,compartido,66,1274
20042,2,compartido,individual,92,24868
20043,3,privado,individual,15,45287
20044,1,privado,compartido,55,41741
20045,2,privado,individual,15,29020
20046,2,privado,individual,60,13789
20047,3,privado,compartido,31,12700
20048,3,compartido,individual,44,7776
20049,1,privado,compartido,15,20458
20050,3,compartido,compartido,80,32558
20051,1,privado,compartido,64,4599
20052,1,privado,compartido,77,44078
20053,0,compartido,compartido,42,24957
20054,1,privado,individual,95,38273
20055,0,compartido,compartido,55,2785
20056,3,compartido,compartido,83,19041
20057,2,privado,individual,34,4722
20058,3,privado,compartido,3,31095
20059,3,privado,compartido,51,42676
20060,3,compartido,compartido,35,27086
20061,0,privado,compartido,60,21303
20062,1,privado,compartido,92,22654
20063,3,compartido,individual,46,46368
20064,0,privado,compartido,93,11798
20065,2,compartido,individual,7,24326
20066,3,compartido,compartido,24,29041
20067,3,compartido,individual,54,1629
20068,1,privado,compartido,56,31334
20069,0,compartido,individual,18,44678
20070,0,privado,compartido,26,10004
20071,0,compartido,individual,76,17802
20072,0,compartido,individual,60,36739
20073,2,privado,compartido,36,38616
20074,0,privado,compartido,76,24173
20075,1,privado,individual,89,39539
20076,0,privado,individual,89,19370
20077,1,compartido,individual,20,30307
20078,1,compartido,compartido,28,23192
20079,1,privado,individual,86,19091
20080,3,compartido,compartido,1,29500
20081,3,privado,individual,54,29318
20082,2,compartido,compartido,51,6416
20083,0,privado,compartido,92,46388
20084,0,privado,individual,40,43024
20085,2,compartido,individual,26,29368
20086,3,compartido,individual,69,39945
20087,1,compartido,compartido,39,48225
20088,3,compartido,individual,89,29353
20089,3,compartido,individual,9,31416
