IDALOJAMIENTO,IDSERVICIO,COSTO
179263,8,296
227434,13,776
189393,8,316
168773,6,873
161308,10,218
183361,5,771
226494,7,955
199882,1,335
213036,12,955
186484,6,502
228729,5,282
174234,3,164
187721,11,286
169427,13,580
228691,8,520
211524,6,918
169639,8,827
217874,10,552
156148,2,766
190141,5,412
203993,2,209
175785,10,511
174733,4,965
150526,4,704
177441,5,795
183465,10,440
157773,4,990
229552,9,451
165245,9,597
181268,4,856
189563,8,435
180964,1,485
208340,6,380
202909,3,991
157924,10,629
226755,4,106
174197,4,253
205789,11,910
199714,8,942
224406,8,806
227185,2,295
168273,12,870
227756,4,644
209057,10,810
222696,9,964
208245,11,622
219174,5,634
160365,3,454
185014,9,692
200548,3,589
211964,13,487
202944,2,518
228359,4,448
156829,10,326
181236,8,593
179400,9,333
211150,1,493
204460,3,642
162644,10,899
156705,10,298
178236,2,891
202641,11,665
206942,12,299
183963,3,901
176894,8,159
220447,2,810
162247,10,764
183670,13,147
195979,6,957
205326,12,567
173333,1,286
224374,10,339
158770,5,498
182430,12,242
228620,1,837
156361,12,365
183581,8,174
210403,12,221
180763,9,751
198266,4,434
159210,9,886
184354,11,864
192872,2,123
172904,1,973
174697,1,666
195652,3,866
206121,12,551
172595,2,184
206208,9,962
220625,4,890
211822,12,493
201160,12,218
191374,13,869
223181,3,684
184449,7,156
209280,11,434
177188,12,341
228754,2,805
150913,1,365
225644,13,328
164766,3,123
193114,5,230
200078,1,243
222368,6,216
202977,12,719
191010,7,114
185043,4,319
171904,1,404
196492,2,689
226237,5,274
164632,9,362
227078,8,763
221290,3,889
220504,13,498
225752,2,702
183008,6,242
219598,12,601
187178,2,515
159241,12,739
151664,10,916
206159,9,124
209241,2,626
165498,2,577
206494,4,648
150085,4,883
222898,4,891
191149,5,240
181786,12,668
185822,6,139
161487,13,282
172101,4,508
176992,4,936
170455,13,374
174290,6,990
166586,10,622
215298,1,468
178541,3,150
223687,10,289
155275,1,285
151728,1,368
177137,12,970
194710,1,497
180625,1,967
226224,9,856
182332,13,379
152123,12,735
178270,5,363
175754,6,175
214601,9,685
156537,13,970
180319,3,837
211628,8,684
204144,3,789
219866,9,603
217217,12,661
213851,13,511
184494,3,422
176781,1,620
226436,12,569
167548,13,823
192946,12,464
222122,6,634
228695,4,437
226142,8,193
161741,12,257
165151,4,506
181148,3,525
186521,12,106
223773,12,886
213897,5,312
202622,3,756
193084,3,986
150224,4,449
200085,10,680
207435,6,310
155378,10,300
173953,12,552
223698,4,134
208350,12,664
170953,13,928
189582,1,278
226310,13,393
174393,4,160
217988,13,174
215418,13,467
225668,1,200
181637,13,683
229968,13,750
216755,1,161
177742,4,524
219528,6,305
154432,2,329
212273,5,655
220109,13,383
189865,9,149
174437,6,841
228933,3,519
204546,4,601
224001,13,594
171799,4,619
213294,6,843
164761,9,114
225459,7,453
163842,10,146
171382,12,385
222424,6,322
171772,6,241
165492,12,686
171514,10,458
160295,10,656
222534,8,146
166857,13,989
174845,1,773
190035,3,742
223221,4,589
164240,2,478
212187,1,639
170342,4,153
151394,4,941
205835,12,214
216759,10,664
191122,10,498
167617,9,423
221022,6,685
184226,3,922
192651,11,935
192068,6,208
174579,3,699
223253,11,377
181130,5,537
181712,8,583
179404,8,541
209714,10,325
177150,13,317
188382,9,284
193327,3,187
217491,3,189
213274,6,442
224397,6,295
195509,3,661
210541,2,858
170716,7,443
150801,13,899
174015,4,120
159687,6,820
159735,6,142
208645,4,945
171350,5,633
165424,4,211
170376,6,737
182607,6,181
219583,5,925
172159,1,277
214084,10,309
215356,5,841
211851,5,900
204569,1,298
184842,4,633
158214,9,173
214941,8,152
221061,2,183
159677,11,800
190458,5,282
187686,4,953
151018,6,983
188388,6,872
170539,10,555
168967,9,393
220555,12,539
209579,2,908
176694,13,910
175034,9,455
199761,3,770
192882,12,459
194538,12,272
175866,8,429
155620,7,254
201327,3,134
210962,5,342
217000,2,549
225810,2,820
227651,7,827
229206,6,263
173183,12,702
195615,13,245
218108,2,365
213111,9,462
175340,7,311
201573,8,869
227617,9,664
206756,2,800
179647,2,255
191138,11,565
209367,13,690
216559,7,164
168924,4,809
181627,3,969
205178,12,428
195767,2,527
169066,13,793
161306,7,280
179105,6,128
174541,10,515
156714,4,714
205251,6,157
215888,11,495
192946,11,354
159567,4,588
186787,6,428
223540,8,684
168701,9,110
217117,1,435
208341,1,425
198876,3,253
166645,11,478
187318,2,625
170709,8,873
195982,3,869
180923,7,546
160278,4,988
185548,7,179
160393,2,625
160029,7,169
220809,2,845
186127,10,563
228708,8,401
191789,9,694
177295,2,536
192638,10,182
223691,10,390
183139,1,239
222390,1,896
184901,3,626
183855,5,763
170928,4,241
160302,12,666
181904,9,739
161845,13,683
202491,2,659
175080,6,606
163513,2,120
206487,2,808
210915,2,341
197796,10,779
154582,3,377
176314,4,848
191194,9,593
155138,10,227
197085,3,393
153480,8,237
166116,13,110
177080,10,483
154468,8,418
210459,9,612
174823,3,877
179244,5,144
194473,7,346
172884,3,847
204815,1,807
218578,6,751
188516,7,678
228456,7,396
218806,13,485
210720,11,916
152763,10,988
213881,5,153
170397,5,955
160722,7,931
203899,2,422
204637,11,865
175213,11,760
212946,13,351
229978,2,458
226146,9,710
157210,8,891
184874,10,516
169007,3,599
159834,6,797
186585,4,646
183704,2,989
155496,4,925
217780,1,645
194097,11,763
176964,10,861
163872,13,379
190589,2,771
172423,1,567
200961,8,149
221140,6,470
176074,1,956
165610,13,837
223174,7,552
193922,3,760
162189,4,642
213024,8,696
194234,1,875
219364,12,142
194294,5,402
150871,1,892
228515,2,808
180893,1,763
203916,12,417
203780,6,365
203922,7,356
217776,13,445
196394,9,495
168875,4,711
180243,1,411
176254,10,551
190371,1,940
208375,12,192
209386,12,910
160860,4,722
189023,5,228
229501,13,615
171471,9,318
214116,2,880
223390,6,464
155572,9,799
211281,1,360
187248,1,936
169285,10,460
199770,12,913
193121,12,593
166776,7,480
170852,7,534
189820,7,430
194491,7,754
158404,8,458
221165,8,775
169207,6,155
199973,5,461
164395,11,434
228196,6,952
217163,11,644
205001,2,130
222845,10,116
228778,5,127
166949,13,302
161812,12,288
218528,6,845
194549,1,990
220090,9,748
150091,8,786
188639,11,344
162777,1,214
165009,3,183
208977,13,556
221560,6,387
157555,11,307
169447,10,466
164317,8,145
229649,5,606
195007,5,931
166192,12,837
197529,8,417
207748,3,883
217692,12,730
160088,11,993
222913,13,142
216712,5,932
168014,9,377
159981,9,211
205645,1,458
195819,7,477
160682,10,586
166498,12,509
170512,2,610
192918,1,275
214075,9,539
215941,5,692
200208,13,664
181744,11,948
224733,1,328
170327,6,860
178532,7,166
227735,8,941
177268,13,617
206162,8,148
210771,9,513
221490,3,831
184617,12,549
224467,9,323
156728,8,865
227799,9,536
187280,12,818
205466,4,615
195343,6,680
177285,8,457
221929,1,542
205973,6,889
220342,5,925
218133,2,909
217254,7,639
218710,6,361
157620,3,773
170665,11,197
170679,4,441
197113,4,124
174771,13,851
174509,2,706
228928,6,711
183707,2,247
225868,12,725
214073,6,562
168965,10,751
161742,2,803
223415,9,684
173299,5,189
207619,7,615
173322,7,851
189337,13,596
170263,3,431
200334,13,692
201200,6,554
205499,4,317
215470,3,746
209367,11,198
228797,5,815
210083,9,592
226979,6,594
206490,4,186
187657,3,349
197399,9,517
174388,6,360
157444,3,198
214289,6,261
173387,1,652
187413,2,117
217426,11,769
171330,12,772
221725,2,986
183813,6,140
154662,1,508
223975,4,729
185260,1,955
155257,8,288
167048,7,700
151329,2,423
201518,9,320
151877,3,872
215870,1,285
180490,7,239
162650,10,345
171226,2,641
153151,3,258
193475,2,548
211183,6,718
217833,12,605
225606,5,593
198550,13,341
154965,12,183
208974,5,407
224123,11,740
226046,3,198
170328,7,319
159818,7,592
212124,11,687
185268,4,108
166871,3,963
172534,11,105
191615,11,792
226331,12,437
156075,12,144
192592,10,330
199381,8,324
157497,11,411
152778,4,243
167297,5,653
205532,7,895
187857,10,600
182028,10,245
196190,13,245
179102,6,442
201020,11,742
192717,13,506
203333,3,421
167071,4,605
160627,11,337
154051,3,831
208189,1,802
201950,5,314
209590,8,184
228195,9,839
160161,9,253
152689,5,852
175719,8,487
153598,5,310
194550,6,561
207999,12,642
179135,13,147
228694,11,173
204276,3,931
171483,6,303
204712,1,260
165278,5,225
175888,1,513
195296,2,448
206702,6,637
189771,10,325
160022,7,928
150289,10,474
210750,10,280
163545,13,592
187043,4,265
197022,13,829
178565,13,467
212427,2,366
177991,9,143
164002,10,919
229458,8,492
202099,8,800
153730,8,440
192801,10,643
201294,8,897
169816,13,188
209525,3,498
185800,8,917
228887,7,772
191381,1,863
186780,6,332
164104,9,777
219862,6,166
184962,12,133
198933,9,720
206676,9,730
154395,12,888
159819,4,688
200964,11,789
216275,13,440
167813,10,288
189690,3,160
150665,2,647
193066,5,265
164890,11,405
221956,12,797
225555,12,131
162104,12,851
155394,9,628
195143,5,395
187153,12,585
167177,2,449
214595,10,652
183056,1,507
210931,6,313
190555,9,397
163097,9,780
156378,4,632
210846,8,256
205380,7,750
185696,13,123
173953,10,692
192847,11,229
223184,8,996
196899,5,473
158990,9,251
189658,5,365
164363,11,696
189134,2,329
156148,8,321
159062,3,444
193076,8,758
171869,12,967
225563,10,899
226317,9,791
174311,5,383
220483,11,134
203811,10,472
155759,6,770
209210,8,786
226603,7,905
195269,2,515
194463,5,588
197263,1,460
221952,5,219
207253,12,584
173946,3,223
197112,7,263
198404,5,355
167179,5,193
174441,3,703
183056,8,859
192985,1,847
159173,3,791
167904,8,382
154890,6,642
225762,8,955
203267,2,514
221602,4,435
226232,7,121
221115,11,899
165269,13,336
179663,8,816
154127,6,106
227540,2,546
198430,12,317
173724,3,222
220264,12,302
168778,11,555
177339,4,925
181221,3,424
169951,3,639
192475,13,262
193008,4,637
171119,11,745
201792,3,719
198994,8,351
182143,7,210
229625,2,272
203417,11,564
162456,7,886
150681,6,421
224965,12,362
203098,13,647
218272,10,855
187469,3,686
196773,9,440
219026,10,749
209937,7,198
153813,11,976
193037,12,275
152624,4,979
184948,13,975
225115,4,612
199695,2,357
182824,12,690
160323,4,242
206368,9,413
201326,1,200
212517,12,236
182848,8,200
178786,5,431
173470,4,225
152273,12,759
224115,7,710
205246,3,446
196181,10,155
210382,4,275
158986,4,309
190472,6,688
165253,4,828
190149,3,396
169177,4,960
201581,8,190
224200,2,428
222752,1,672
206119,12,925
197727,9,886
229802,1,347
182870,2,409
214803,3,885
168603,10,937
229165,2,511
159326,9,657
159809,10,725
208300,6,118
210738,10,930
196657,3,631
165503,2,312
182791,6,414
182570,2,856
179670,1,238
190142,9,682
211054,4,896
215796,7,204
157648,11,474
179461,4,253
177823,13,369
183078,1,222
201487,9,208
157209,4,200
152884,2,817
177722,9,395
164485,4,232
209451,5,135
200247,1,801
155816,8,921
193515,1,788
168028,6,348
164148,1,523
164740,4,816
173924,5,745
225556,10,753
220507,6,488
209768,9,735
199349,2,715
214042,7,908
167930,4,536
192772,1,747
152255,9,662
224776,9,920
183187,9,952
219893,3,714
198957,6,963
223097,12,806
195631,8,874
224367,9,123
184722,6,806
196928,13,328
170885,11,123
202535,2,207
171575,7,136
165808,9,755
189512,3,563
226305,2,569
200502,12,750
187773,3,200
178523,4,988
222409,5,100
155894,12,937
180310,5,920
217173,3,416
161043,8,669
209979,13,634
221585,9,531
203958,13,660
162354,7,256
163719,6,928
174741,2,738
183587,13,700
228029,12,853
207853,4,302
194032,8,610
181530,4,958
172986,1,231
169133,4,658
158236,12,289
199592,7,894
195945,10,383
190766,1,732
160884,2,244
196237,10,891
198750,8,495
196685,6,667
166657,3,905
196787,9,198
220113,7,813
211879,10,507
177101,11,215
156494,9,613
157993,9,184
229004,9,971
229124,13,614
216571,2,720
211934,3,305
216649,13,879
206643,1,196
200027,2,774
166635,5,277
213106,1,369
164528,11,317
194286,4,658
173496,5,499
151107,13,547
204344,7,520
209622,8,158
178584,8,375
224794,11,511
229698,5,812
199262,2,857
189616,2,827
158782,4,941
213334,9,606
182462,4,493
223751,12,147
203463,4,511
198487,2,233
217997,1,438
167928,7,537
187584,7,440
181993,12,252
220414,4,960
163989,12,436
151360,1,305
154882,10,413
152548,1,961
197970,12,718
164419,10,850
163804,1,475
181418,7,635
185819,12,116
167531,12,133
157130,2,744
194107,6,990
177914,9,729
173152,1,482
188315,4,507
229306,8,599
210306,7,566
213721,3,964
220185,9,329
227866,1,477
192087,11,113
170074,1,751
203416,2,700
177247,10,359
209355,12,249
173902,8,270
176569,2,445
228105,3,535
214504,6,121
221070,9,684
170903,12,793
194500,10,674
169856,6,706
178219,3,170
196142,11,323
161492,3,645
181403,1,736
152320,1,657
150760,7,720
212965,12,331
210587,11,248
215335,12,443
211669,3,834
186918,13,870
163826,13,723
207326,1,250
227778,5,503
214699,4,565
217838,7,283
178771,12,945
208748,8,288
191283,4,795
189122,5,629
171522,9,150
229706,10,331
168738,4,430
208123,5,320
202876,10,365
171146,10,297
210680,1,762
161900,8,766
161646,8,255
178437,10,645
210309,10,282
202522,8,780
227766,5,945
182341,9,954
217153,8,754
226628,10,746
176992,6,203
205159,7,238
217220,10,253
161542,7,592
166745,2,855
169999,1,316
194734,13,136
204482,6,256
197311,3,539
202271,5,413
209337,8,119
224360,12,559
153979,7,609
152803,11,375
193036,8,380
185936,12,827
207771,8,736
186853,2,441
153394,7,182
184761,13,231
174650,4,819
164630,2,756
193555,11,492
167235,1,375
210784,6,929
173887,13,263
170905,13,586
210328,6,224
178628,12,245
210106,2,274
223870,5,952
172555,3,584
171915,11,130
161478,1,589
185872,10,842
201711,9,932
186452,9,703
179187,2,833
186470,13,830
219871,13,769
175336,5,845
191490,10,326
165712,1,768
198041,11,712
162112,8,176
199182,11,496
154034,5,874
194961,1,973
209698,3,460
173429,9,635
212429,7,606
208019,5,199
163485,4,800
193566,10,543
212334,9,225
226881,7,477
208609,7,670
151456,2,989
184969,10,264
183397,6,555
228956,7,121
155493,13,698
165529,7,785
175486,1,411
202275,6,389
153775,6,177
219047,10,289
154592,10,134
155504,11,368
155184,5,314
181349,2,731
220349,1,408
180864,11,660
180424,11,723
169245,1,860
168513,12,276
225872,4,911
177188,3,482
215243,1,660
226556,4,618
206889,4,700
215856,7,994
211480,12,598
212969,10,406
223801,13,605
208293,10,308
161043,12,257
223072,7,903
169331,7,173
169204,2,672
213864,12,694
183227,4,725
205877,11,327
213965,7,705
185472,4,938
197118,2,571
161695,2,694
192172,10,137
155679,13,938
162680,11,263
191673,1,418
182397,12,821
150184,13,798
229707,3,231
215941,4,159
167012,9,968
221380,3,544
155491,1,394
189349,11,843
200598,4,335
187137,8,312
203648,13,746
209992,2,316
204140,11,757
201999,5,939
191971,1,922
169009,5,231
173321,9,758
211892,5,458
211225,7,205
217804,9,447
156903,3,633
207360,3,323
169063,13,504
229959,10,877
229139,1,531
153333,7,481
177654,2,884
181472,10,132
165127,8,850
178523,5,354
189053,4,303
195077,9,171
202111,5,470
207446,6,790
161576,8,238
172142,10,387
155616,8,435
227038,8,587
209624,1,560
164243,2,547
202541,8,775
182350,6,483
212717,2,259
229462,7,121
202450,6,869
158509,9,717
159436,6,215
170348,8,996
154373,8,771
157059,10,794
152278,5,768
204834,12,625
215654,2,315
222203,11,179
200654,12,513
174424,7,789
220083,6,659
217129,11,485
159225,11,697
159519,6,606
168523,10,494
172878,1,689
198902,4,191
193977,12,924
176659,5,702
211430,5,580
159474,2,997
153997,3,717
197829,10,470
171902,4,474
209567,4,534
214484,4,567
191734,12,110
229187,13,893
213355,4,828
166114,10,160
172323,6,229
200408,10,624
164331,11,957
206992,3,516
162969,9,258
175890,12,345
227240,9,958
185277,11,803
200693,3,623
197348,6,238
163410,2,241
189386,5,351
159491,13,290
180843,3,585
209982,8,654
224517,12,214
153946,3,719
192644,5,481
195594,11,289
196940,5,302
181922,12,290
178911,5,872
163133,5,326
220627,5,653
188399,6,130
163630,9,550
177545,6,783
213408,10,296
210044,9,813
217421,2,736
172886,12,127
161366,6,962
174133,13,944
187956,10,450
161572,4,543
227770,13,438
217008,3,472
229252,4,163
202943,13,108
182416,7,261
197411,13,522
201297,7,561
174655,6,246
177287,11,200
161175,4,881
153144,2,106
204284,6,890
172698,1,672
189166,5,983
191855,3,669
198050,7,111
227318,7,723
164359,10,119
198433,6,442
215641,6,877
177477,3,552
225552,6,116
181318,2,749
157090,8,517
177261,4,844
219630,6,108
225543,10,897
176093,4,823
166402,9,792
215844,4,604
172298,12,314
159965,6,114
173960,5,927
200772,7,351
170944,6,142
196156,7,309
214675,12,383
208253,7,153
208718,6,244
175006,9,922
224697,9,299
188719,5,506
200944,4,597
205889,8,631
151346,11,268
184392,4,540
194002,7,792
227741,4,598
189361,4,594
184056,13,659
212110,9,779
223556,1,348
199018,8,315
199667,10,403
170128,7,698
197268,13,397
178201,6,217
174464,12,426
186052,11,109
214894,11,797
210751,1,243
200799,1,378
223992,7,186
151745,12,225
207556,11,222
227730,9,972
179999,9,569
170396,10,429
190862,3,949
216742,7,320
206178,9,333
190402,12,732
165324,7,178
185338,3,285
176940,9,263
155307,5,679
166822,10,171
209576,12,329
187508,1,363
229769,9,781
187602,6,814
179129,7,125
195210,10,315
210243,1,699
206700,9,317
189173,13,696
222958,9,916
228539,3,858
194129,13,568
217263,6,144
228674,4,103
173388,10,767
161452,1,440
182899,10,483
173516,7,582
194071,5,144
222273,13,404
198109,7,314
207927,8,262
228868,5,151
166428,12,786
156649,8,552
169054,6,104
210611,7,466
225489,13,291
211687,4,905
219711,4,792
158791,1,100
180735,5,501
157706,13,748
229743,12,478
189724,13,621
225228,6,432
150492,5,847
170046,1,753
200535,6,667
213003,8,892
163854,2,303
174303,8,697
208714,3,470
217033,4,768
220351,10,803
185805,1,908
224738,12,312
170943,13,515
167050,8,160
194301,4,316
229047,11,408
169183,4,496
201417,5,552
191678,13,228
228190,11,398
167443,11,284
182434,1,300
157425,8,179
175982,12,563
198999,3,522
171683,9,990
157281,11,434
177495,6,925
152101,11,673
163787,3,483
161197,3,561
224728,13,921
214827,2,398
195590,9,423
207610,2,583
190234,2,389
201195,8,661
155142,4,177
175885,13,188
190047,2,449
178227,8,216
161924,12,556
205307,13,316
196798,4,460
195339,12,112
174568,11,577
175365,7,759
191887,2,836
205904,10,555
172433,5,116
177170,2,179
208687,8,668
180021,10,769
184251,3,949
182387,2,145
203133,4,882
214380,9,611
181230,12,599
206647,11,643
181831,4,466
175661,6,492
198091,8,831
219856,1,296
219086,12,336
195019,3,832
217499,9,760
177688,5,928
183107,10,971
190137,11,280
197005,2,216
222805,13,528
221584,13,937
191572,2,917
227318,10,413
172019,12,766
209815,3,103
215385,10,165
172546,8,527
209688,13,439
188393,3,738
204950,9,461
183397,10,775
192705,1,618
190841,11,602
177036,13,831
204302,1,926
196564,6,548
167181,2,400
215388,8,901
207554,3,525
204834,8,543
222842,11,117
178457,9,228
198594,9,805
198142,7,797
203819,2,879
207762,11,646
173175,2,859
162942,2,912
186542,4,321
162498,9,860
190029,4,945
167398,2,117
180622,7,558
177865,11,696
159691,12,340
170452,6,999
218416,13,741
158235,1,809
167747,12,119
187090,2,264
153142,1,481
198540,10,726
206245,11,449
223767,6,775
227995,10,419
168212,10,707
206744,1,163
199410,11,209
181246,12,447
186621,12,397
202293,7,221
170598,7,122
228850,10,263
194542,8,455
186326,12,358
151773,12,415
216454,5,522
159172,12,873
204974,8,892
164120,1,926
178592,7,926
221894,12,569
218880,2,219
190555,4,220
175700,1,621
198224,3,983
202231,10,686
188076,12,120
193134,8,544
225391,10,139
170499,12,529
159165,1,388
155679,10,737
208200,13,236
222879,4,543
201524,13,471
222292,10,668
165549,11,262
214247,2,269
155440,1,886
228828,10,754
195258,3,956
175970,5,229
178586,10,842
214413,9,405
177095,6,384
202641,5,190
199790,7,408
186381,9,338
157762,11,126
205860,9,464
165676,11,693
187735,8,420
192496,4,397
197149,9,739
226113,12,246
220615,10,352
186521,11,129
153238,1,847
163123,11,383
162080,13,216
223398,6,642
219117,3,505
207463,7,960
208079,7,301
222215,11,238
176037,7,265
210517,10,257
222755,13,764
169513,7,818
152909,3,481
207321,6,758
205622,4,148
199427,2,935
165578,9,615
167863,8,852
229766,9,886
199755,10,932
181836,6,872
162945,10,335
165181,11,675
221141,1,532
182009,11,426
151196,1,927
161070,11,761
200607,7,905
176888,7,827
197259,4,510
210520,13,816
158384,7,699
210587,6,939
179251,2,244
213158,4,517
224332,4,652
223526,7,842
175607,13,347
195396,13,425
207884,8,750
210174,10,317
185538,11,509
174467,1,254
209607,7,599
196919,8,359
200030,13,432
215179,12,542
155598,12,568
159375,9,188
199921,7,237
166189,9,779
177470,6,398
157727,8,571
203751,1,134
189772,11,898
205101,4,262
228988,2,172
167944,9,788
202557,10,254
198876,4,776
223332,10,458
186589,2,105
205975,8,811
171444,9,846
166535,6,727
200532,7,726
170266,11,434
227414,2,825
165115,2,811
153285,1,596
205448,13,645
170600,9,785
158269,1,734
217611,4,310
192502,10,433
222367,1,282
152501,4,654
180119,10,588
219941,13,976
210120,3,598
164186,7,684
189326,11,439
168614,9,726
195232,6,918
196153,3,233
161565,5,284
183001,10,906
157667,13,446
185487,6,627
171876,13,408
218176,3,467
201184,1,946
189339,9,908
187839,10,932
219753,9,492
169443,12,552
208316,13,205
218565,5,735
206503,2,502
193303,11,659
153505,1,467
187320,1,391
173345,6,941
191067,5,872
170810,8,961
225199,6,961
198731,2,647
152671,6,434
193124,2,772
197193,2,523
156837,12,482
172970,7,781
202522,11,246
190659,13,319
228955,6,789
177898,6,695
187818,3,699
166536,8,683
209840,11,185
217140,13,861
195988,8,207
221346,3,535
167034,6,775
181765,7,227
227051,8,255
170210,6,902
155061,9,363
201178,10,527
154786,4,322
227889,11,564
181258,13,156
204537,11,252
164515,11,592
192616,11,106
176245,7,242
213980,3,309
176498,2,748
223432,3,759
180680,7,985
206579,7,766
174626,3,536
208760,1,278
217629,10,496
222286,5,113
193683,8,667
216548,1,561
191148,6,699
208509,12,776
153118,5,300
168600,1,405
207527,10,588
165343,3,360
159614,6,101
166975,8,388
198598,7,538
212893,12,703
169578,5,206
208074,13,999
170647,1,412
194306,4,635
162772,5,464
216734,1,685
191765,11,546
223378,7,486
220009,2,936
194836,4,632
171035,5,738
163151,9,351
175131,3,132
156993,2,369
219174,11,575
153355,13,619
168778,10,870
180012,1,668
185866,8,778
184847,1,481
162394,1,729
212247,7,219
197103,7,162
170973,2,163
173188,10,747
223236,8,132
162806,7,817
198783,3,151
183480,7,730
171847,12,131
182487,4,222
166778,5,956
200313,12,513
195147,2,291
153203,1,861
192160,7,221
151722,10,387
167091,10,993
185815,5,189
206080,13,569
216054,11,756
187218,6,881
158823,4,247
198733,13,688
215963,9,447
187801,6,469
150449,1,865
211763,11,545
150195,10,179
177125,13,616
204939,10,355
177688,11,612
209774,11,815
153919,3,466
167222,10,724
161270,3,613
166717,5,983
153996,2,368
176503,12,925
201858,5,893
150656,12,221
156817,9,135
222585,8,158
178320,13,874
157083,12,225
161592,9,107
191925,3,848
156319,9,321
226871,6,532
227443,9,619
184460,1,561
224211,1,171
172851,13,980
168148,9,969
226766,1,751
199687,11,826
193027,6,496
159367,12,481
205648,10,644
211447,12,355
170948,7,329
155290,9,461
213288,11,732
186965,11,472
185185,13,246
168374,11,541
152932,10,462
220160,3,475
154652,8,476
163061,12,902
221834,6,994
201161,10,541
154815,1,722
197741,2,322
218286,2,732
161160,6,376
160164,8,858
213838,3,420
172877,8,717
186352,1,258
172538,13,413
172666,10,401
211711,6,236
159680,13,526
185986,2,996
204430,2,432
189336,3,951
202796,11,994
201355,6,532
191550,4,356
176077,10,513
202197,12,613
155591,3,119
157671,11,734
195588,6,831
164088,9,691
220062,7,679
158568,2,485
176406,9,388
207970,9,538
219515,7,508
173456,5,737
172827,10,411
216626,3,590
179043,6,630
188057,7,356
198634,1,999
225965,11,830
150998,10,120
223352,9,147
156012,2,744
206032,12,209
171368,9,569
214409,12,334
167866,3,871
198407,8,444
173777,2,824
152163,1,120
201902,10,969
160769,10,217
210320,9,771
198551,2,876
227811,10,838
214072,4,483
205453,1,321
184126,5,270
229113,8,367
150023,13,583
172373,11,862
185102,10,175
191803,13,521
153641,10,970
215014,2,775
156649,3,314
180570,5,956
190662,9,874
175283,3,310
164225,11,232
166491,7,529
196270,4,139
214382,12,507
166442,1,507
196794,2,871
187790,12,497
217151,4,302
211330,2,644
161546,10,786
225878,6,774
159635,13,960
172104,10,505
163619,4,380
164201,7,874
219425,2,142
162976,3,332
151244,4,426
224770,7,487
190070,12,430
187350,13,946
183796,3,429
160843,11,556
165486,7,605
158227,8,345
192097,11,122
192688,8,676
184510,1,906
213572,7,197
159351,4,597
164470,5,306
158332,5,665
207544,3,626
194806,12,484
192292,3,542
208210,10,277
201362,9,309
216202,2,320
216684,2,748
153894,3,921
165320,10,926
172006,12,555
220670,7,754
186426,3,389
166098,2,664
165462,7,374
156559,4,733
207841,2,321
189200,9,462
161599,11,627
182393,5,316
162554,2,671
194499,6,889
187150,9,341
175601,8,697
169132,1,897
203722,1,796
181663,13,819
209983,3,275
199128,13,100
181425,12,571
186613,1,742
159428,11,165
160069,1,508
200223,11,752
172238,4,806
155711,2,361
192957,1,224
214865,1,914
217435,4,170
195322,11,227
155977,8,141
205567,4,963
155203,9,857
217354,13,734
160075,2,195
150894,10,387
204181,11,220
176318,10,279
178512,12,390
153427,4,465
166625,2,237
190409,1,185
199543,12,626
222126,8,952
199983,6,121
227441,6,324
217752,5,528
164610,12,336
205375,4,390
171147,9,211
210167,1,799
221653,1,656
161895,10,700
189317,9,575
194515,7,392
202932,7,638
188078,3,453
225005,10,138
179587,9,568
175883,13,233
182544,8,161
192282,13,665
209671,13,354
189337,12,296
167957,11,784
194868,11,248
227044,9,218
176256,5,977
175630,2,686
202894,6,319
211233,9,935
193002,4,494
216048,2,885
205460,11,815
164880,6,140
214164,7,120
214185,7,782
196201,1,983
221794,8,631
156657,3,330
222691,3,986
199212,10,823
190999,10,665
152498,11,871
187288,1,764
211073,8,219
204177,3,974
195080,2,312
189473,13,654
205710,6,974
179342,7,515
223006,7,687
154236,9,586
218805,8,172
197746,4,378
178274,6,343
180771,12,424
180154,6,662
172692,2,924
228231,1,418
199738,9,335
186370,12,944
185005,6,748
162650,13,828
181664,5,990
181298,9,958
155939,2,927
161291,5,772
187592,7,603
202045,5,324
173244,13,251
223360,9,941
216767,3,163
158249,10,350
197286,2,515
187497,10,333
168349,5,973
175788,4,437
156199,10,916
210222,9,623
178853,5,878
178913,8,727
221766,12,882
153989,5,542
169144,2,877
228849,3,547
220146,7,198
226536,5,866
214511,11,666
186522,6,725
229092,4,424
182242,2,399
180158,11,835
177785,2,183
156737,10,923
201918,1,370
194747,6,868
157124,10,731
215176,13,686
172470,6,144
194476,7,418
215957,2,968
211001,1,256
187571,1,173
219523,1,677
169289,12,540
226480,8,417
222667,2,639
154955,3,733
212384,6,577
199237,8,191
224360,6,559
198362,3,794
176902,3,560
186783,13,673
217599,5,109
163457,1,850
198167,2,767
168176,4,970
218701,2,244
197120,2,308
205402,2,900
159212,4,447
225330,3,940
214399,3,694
170178,7,803
181597,13,518
193206,8,776
169844,8,530
194611,11,200
185381,2,560
164716,4,629
200614,5,207
219964,9,839
202970,5,265
164137,6,219
201372,13,198
229153,2,145
198126,5,561
163044,5,256
212076,13,995
153161,7,589
152351,5,354
228130,9,798
155908,9,212
158143,4,838
222761,7,200
167784,13,444
193720,11,124
167959,8,935
171189,4,698
191082,5,366
209949,12,653
222174,2,696
212813,6,855
163942,11,593
196670,3,431
191722,10,841
214004,5,672
158093,11,510
218399,6,390
160154,7,330
221345,1,231
180925,4,155
151930,2,717
157901,12,333
182190,5,468
205000,2,987
