IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
69291,Y,N,42038
69292,Y,N,6964
69293,N,N,35818
69294,Y,N,33468
69295,N,N,18793
69296,Y,N,26604
69297,N,Y,1040
69298,N,Y,964
69299,N,Y,45099
69300,Y,Y,22950
69301,N,Y,1881
69302,Y,N,45850
69303,N,N,36354
69304,Y,N,8038
69305,Y,N,4764
69306,Y,N,25593
69307,N,Y,12950
69308,N,N,2042
69309,Y,Y,2053
69310,N,N,33745
69311,N,N,47678
69312,Y,N,25697
69313,Y,N,19676
69314,N,N,44914
69315,Y,N,23725
69316,N,N,42140
69317,N,N,2842
69318,N,N,36510
69319,Y,N,49731
69320,Y,Y,42212
69321,N,Y,27156
69322,N,Y,9674
69323,Y,N,24404
69324,N,N,374
69325,N,N,4358
69326,N,Y,2827
69327,Y,N,25819
69328,N,Y,38843
69329,N,N,23508
69330,Y,Y,32849
69331,N,N,29647
69332,Y,N,8220
69333,N,N,8725
69334,Y,N,14058
69335,N,Y,16246
69336,N,Y,5212
69337,N,Y,28306
69338,Y,Y,45260
69339,N,N,12862
69340,Y,Y,25695
69341,N,Y,39632
69342,N,N,2694
69343,N,Y,25109
69344,Y,N,2315
69345,Y,Y,36685
69346,Y,N,24798
69347,N,Y,5988
69348,N,N,38180
69349,Y,Y,41892
69350,Y,Y,29833
69351,N,N,12396
69352,Y,N,20085
69353,N,N,12662
69354,Y,Y,34279
69355,N,Y,17235
69356,Y,Y,19556
69357,Y,Y,26500
69358,Y,Y,1421
69359,Y,Y,745
69360,Y,N,19927
69361,Y,N,1254
69362,N,Y,18163
69363,Y,Y,25416
69364,N,N,37902
69365,N,N,28193
69366,N,Y,8351
69367,Y,N,33216
69368,N,N,26444
69369,Y,N,34360
69370,Y,N,38220
69371,N,N,46997
69372,N,N,10231
69373,Y,Y,45811
69374,Y,Y,42484
69375,Y,Y,10046
69376,N,Y,18435
69377,Y,N,2677
69378,Y,Y,15504
69379,Y,N,6664
69380,N,Y,46333
69381,N,N,1394
69382,Y,Y,11652
69383,Y,Y,43895
69384,N,Y,31086
69385,N,N,24084
69386,Y,Y,25057
69387,Y,N,41862
69388,N,Y,31083
69389,Y,Y,15394
69390,N,Y,3874
69391,N,N,8929
69392,N,N,1909
69393,N,N,14735
69394,Y,Y,22709
69395,N,Y,43100
69396,N,Y,42346
69397,Y,Y,25141
69398,Y,N,5514
69399,Y,Y,35464
69400,N,Y,1462
69401,N,Y,48219
69402,N,N,44032
69403,N,Y,32165
69404,Y,Y,26906
69405,N,N,10741
69406,N,N,1623
69407,Y,N,13935
69408,N,Y,30316
69409,Y,N,7880
69410,Y,Y,43014
69411,N,N,47984
69412,N,N,25301
69413,Y,Y,1061
69414,N,N,22966
69415,Y,Y,3928
69416,Y,N,9851
69417,N,N,28902
69418,Y,Y,6438
69419,Y,Y,4056
69420,N,Y,25180
69421,Y,N,15
69422,Y,Y,39131
69423,N,N,26198
69424,N,Y,8172
69425,N,N,22295
69426,N,N,17441
69427,Y,Y,10801
69428,Y,Y,17655
69429,N,N,39685
69430,N,N,48199
69431,Y,N,19704
69432,Y,N,46219
69433,Y,Y,4761
69434,N,N,39359
69435,N,Y,28090
69436,Y,Y,27969
69437,Y,N,37791
69438,Y,N,45640
69439,N,Y,43208
69440,Y,N,30046
69441,Y,Y,28128
69442,N,N,21346
69443,Y,Y,43276
69444,Y,Y,47461
69445,N,N,8361
69446,Y,N,5702
69447,Y,Y,32782
69448,Y,Y,7377
69449,Y,Y,8393
69450,N,Y,2280
69451,Y,N,44902
69452,N,N,18077
69453,N,Y,2441
69454,N,Y,10853
69455,Y,N,48636
69456,N,N,41639
69457,Y,Y,22442
69458,Y,N,17276
69459,N,Y,15948
69460,Y,Y,46425
69461,N,N,20438
69462,N,Y,20320
69463,N,N,25831
69464,Y,N,36453
69465,N,N,925
69466,N,N,42401
69467,N,Y,34901
69468,Y,Y,8949
69469,Y,Y,32502
69470,Y,N,31041
69471,N,N,25975
69472,N,N,21120
69473,Y,Y,38627
69474,Y,N,45512
69475,Y,N,25150
69476,N,Y,47510
69477,N,N,2574
69478,N,N,30013
69479,N,Y,31569
69480,Y,N,33925
69481,Y,Y,36765
69482,N,Y,37943
69483,Y,N,20254
69484,Y,Y,14505
69485,Y,N,22942
69486,Y,N,23343
69487,Y,Y,12680
69488,Y,N,1261
69489,N,N,7304
69490,Y,Y,45930
69491,Y,N,22291
69492,N,Y,28936
69493,Y,Y,40409
69494,N,N,14077
69495,N,N,6871
69496,N,N,37039
69497,Y,N,11416
69498,Y,N,16646
69499,Y,N,18896
69500,Y,Y,8868
69501,Y,Y,45700
69502,Y,Y,11046
69503,Y,Y,13651
69504,Y,N,28242
69505,Y,Y,24486
69506,Y,Y,19070
69507,Y,Y,20093
69508,N,N,25554
69509,Y,Y,31996
69510,Y,N,1720
69511,Y,Y,41540
69512,Y,Y,31619
69513,N,Y,2977
69514,Y,Y,27863
69515,Y,Y,13813
69516,Y,Y,42381
69517,N,Y,7205
69518,Y,Y,27484
69519,N,N,11185
69520,N,N,41291
69521,N,N,24140
69522,N,Y,4744
69523,Y,N,33927
69524,Y,N,18038
69525,N,N,2573
69526,Y,N,26480
69527,Y,N,22744
69528,Y,Y,47632
69529,N,N,38048
69530,Y,Y,12978
69531,Y,N,9781
69532,N,N,10300
69533,N,N,18122
69534,N,Y,39742
69535,Y,Y,37944
69536,N,Y,8086
69537,Y,Y,42785
69538,Y,Y,6874
69539,N,N,35663
69540,N,N,34243
69541,N,Y,41795
69542,N,N,8148
69543,Y,Y,22146
69544,N,Y,4040
69545,N,Y,9190
69546,N,N,19199
69547,N,N,26311
69548,Y,Y,11937
69549,Y,N,20025
69550,N,Y,31271
69551,Y,N,2665
69552,N,N,33400
69553,Y,N,18652
69554,N,N,25609
69555,Y,N,13308
69556,Y,N,21873
69557,Y,Y,30812
69558,N,Y,36315
69559,N,Y,19948
69560,N,Y,25913
69561,Y,Y,6844
69562,Y,Y,17991
69563,N,N,32116
69564,Y,Y,7376
69565,N,Y,15643
69566,Y,Y,28818
69567,Y,N,20571
69568,N,Y,26100
69569,N,Y,43080
69570,N,Y,32644
69571,Y,Y,24594
69572,Y,Y,16448
69573,Y,Y,19724
69574,Y,N,25321
69575,Y,N,1709
69576,N,N,3392
69577,N,N,35058
69578,N,Y,29847
69579,Y,N,4040
69580,N,N,829
69581,Y,N,44426
69582,Y,N,3525
69583,Y,Y,22845
69584,N,Y,39919
69585,Y,Y,36398
69586,N,N,28529
69587,Y,N,8410
69588,N,N,31886
69589,Y,Y,8548
69590,N,Y,37429
69591,Y,N,25198
69592,Y,N,21933
69593,N,N,2619
69594,N,Y,47934
69595,N,N,11517
69596,Y,Y,12554
69597,Y,N,8595
69598,Y,Y,45178
69599,N,Y,37845
69600,Y,N,26123
69601,Y,Y,32921
69602,N,N,31564
69603,Y,N,49578
69604,N,Y,45432
69605,N,N,34433
69606,Y,N,22942
69607,Y,Y,31309
69608,Y,Y,47937
69609,N,N,3149
69610,Y,Y,37207
69611,N,Y,45700
69612,Y,Y,42401
69613,N,Y,24881
69614,N,N,29728
69615,Y,Y,19904
69616,Y,Y,14111
69617,N,Y,47806
69618,Y,N,49504
69619,N,N,4803
69620,N,N,26553
69621,N,N,11353
69622,N,N,8326
69623,N,Y,31168
69624,N,Y,16801
69625,N,N,29038
69626,N,N,22981
69627,N,N,15547
69628,N,Y,29324
69629,Y,Y,35436
69630,Y,N,32374
69631,N,Y,45963
69632,N,N,5894
69633,Y,Y,48935
69634,Y,N,39085
69635,N,Y,39862
69636,Y,N,13524
69637,N,Y,29312
69638,N,N,16342
69639,N,N,21617
69640,N,N,16514
69641,Y,N,14490
69642,N,Y,15342
69643,N,N,3009
69644,N,N,17314
69645,Y,Y,22786
69646,N,N,33963
69647,Y,N,45828
69648,Y,Y,48088
69649,N,Y,28504
69650,N,N,15372
69651,N,N,38101
69652,N,Y,17484
69653,Y,N,47503
69654,N,N,17822
69655,N,Y,25151
69656,Y,N,46548
69657,N,N,43816
69658,Y,Y,39481
69659,N,N,12205
69660,Y,N,18351
69661,Y,N,25319
69662,N,Y,26937
69663,Y,Y,26326
69664,N,N,19191
69665,N,Y,14441
69666,N,Y,36949
69667,Y,N,13226
69668,Y,Y,24542
69669,Y,N,26379
69670,Y,N,26070
69671,Y,N,17196
69672,Y,Y,19263
69673,N,N,30112
69674,N,Y,33835
69675,N,N,15093
69676,Y,Y,23150
69677,N,Y,26239
69678,N,Y,46437
69679,Y,N,22277
69680,Y,Y,23261
69681,N,N,20335
69682,Y,N,2106
69683,Y,N,42655
69684,Y,Y,2765
69685,Y,Y,33044
69686,Y,Y,29476
69687,Y,N,47575
69688,Y,N,4198
69689,Y,Y,493
69690,N,N,2583
69691,Y,Y,33216
69692,N,N,25781
69693,Y,Y,18504
69694,N,N,4263
69695,N,Y,21083
69696,Y,Y,1771
69697,Y,Y,28947
69698,N,Y,7506
69699,N,Y,34998
69700,Y,N,48750
69701,N,Y,17605
69702,Y,Y,19988
69703,N,Y,38322
69704,Y,N,18620
69705,Y,Y,3542
69706,Y,N,26177
69707,N,Y,33540
69708,N,N,14369
69709,Y,N,43970
69710,Y,Y,34868
69711,Y,Y,24634
69712,Y,Y,11297
69713,N,Y,14038
69714,Y,N,45123
69715,N,Y,36830
69716,Y,Y,41795
69717,N,Y,11470
69718,N,N,42358
69719,N,Y,14754
69720,Y,N,24450
69721,N,Y,14851
69722,Y,N,38720
69723,N,Y,24682
69724,Y,Y,4731
69725,Y,Y,36458
69726,Y,Y,15288
69727,Y,Y,28743
69728,Y,N,44610
69729,N,Y,21833
69730,Y,Y,33079
69731,Y,Y,14807
69732,N,Y,6712
69733,N,N,8816
69734,N,N,25841
69735,N,Y,28209
69736,Y,N,27935
69737,Y,N,4818
69738,Y,N,27124
69739,Y,N,47972
69740,N,Y,2576
69741,Y,N,31039
69742,Y,N,19090
69743,Y,N,21264
69744,N,Y,18747
69745,N,N,17339
69746,Y,Y,19737
69747,Y,N,35491
69748,N,Y,38101
69749,Y,N,13304
69750,N,Y,29202
69751,Y,N,41973
69752,N,Y,3443
69753,Y,Y,4384
69754,N,N,48322
69755,Y,Y,17809
69756,N,N,10940
69757,Y,Y,13400
69758,N,N,38497
69759,N,N,12429
69760,N,Y,41128
69761,Y,Y,49936
69762,N,N,12522
69763,Y,N,24911
69764,N,Y,10476
69765,N,Y,30564
69766,Y,N,21268
69767,Y,Y,32932
69768,Y,N,22209
69769,Y,Y,8722
69770,Y,Y,38832
69771,N,Y,47954
69772,N,Y,1143
69773,N,N,48335
69774,N,N,16405
69775,N,N,48145
69776,N,N,49420
69777,N,Y,6964
69778,Y,N,46272
69779,Y,N,17574
69780,N,Y,16687
69781,Y,Y,44900
69782,Y,Y,40472
69783,Y,Y,13657
69784,Y,Y,13339
69785,Y,Y,17408
69786,N,Y,41763
69787,Y,N,11437
69788,Y,Y,483
69789,N,N,22073
69790,Y,N,49824
69791,Y,Y,24444
69792,N,Y,19059
69793,N,Y,42620
69794,Y,Y,11054
69795,N,Y,49954
69796,Y,Y,38165
69797,N,Y,2036
69798,N,N,45804
69799,Y,N,25114
69800,Y,Y,15269
69801,Y,Y,34365
69802,Y,N,42609
69803,Y,Y,38337
69804,Y,Y,47710
69805,N,Y,2546
69806,Y,Y,32825
69807,N,Y,4255
69808,Y,N,12204
69809,N,Y,6599
69810,N,Y,20166
69811,N,Y,39657
69812,Y,Y,17384
69813,N,N,8739
69814,N,N,43156
69815,N,Y,37986
69816,N,Y,35240
69817,Y,N,850
69818,Y,Y,26982
69819,Y,N,12235
69820,N,Y,18502
69821,Y,Y,47646
69822,Y,Y,28582
69823,Y,Y,3213
69824,N,N,1435
69825,N,Y,26252
69826,Y,N,11257
69827,N,Y,21722
69828,Y,N,12291
69829,N,N,23625
69830,Y,Y,25471
69831,Y,Y,44692
69832,N,N,27809
69833,Y,N,15168
69834,Y,N,15659
69835,N,N,42134
69836,N,N,15514
69837,Y,Y,28308
69838,Y,N,16963
69839,N,N,25723
69840,Y,Y,48704
69841,Y,N,21551
69842,N,Y,45735
69843,N,Y,42721
69844,Y,Y,20592
69845,Y,Y,48485
69846,Y,N,47153
69847,N,N,3758
69848,N,Y,27792
69849,Y,Y,16030
69850,Y,N,7560
69851,Y,N,24569
69852,N,N,39843
69853,Y,N,43579
69854,Y,Y,25028
69855,Y,N,2530
69856,Y,Y,11909
69857,Y,Y,19246
69858,Y,Y,28290
69859,N,N,16393
69860,N,N,2504
69861,N,Y,39810
69862,Y,N,17567
69863,Y,N,21823
69864,Y,Y,1723
69865,N,Y,3892
69866,Y,N,17959
69867,Y,Y,21841
69868,Y,Y,14093
69869,Y,N,39626
69870,N,N,29113
69871,Y,Y,31412
69872,Y,Y,19862
69873,Y,Y,19745
69874,Y,N,2149
69875,Y,N,26253
69876,Y,N,1867
69877,Y,N,38547
69878,Y,N,17542
69879,Y,N,46337
69880,Y,Y,19434
69881,N,N,3483
69882,N,Y,47842
69883,Y,Y,18651
69884,Y,N,36000
69885,N,N,752
69886,Y,N,31193
69887,N,N,28655
69888,Y,N,33419
69889,Y,Y,37414
69890,N,N,21175
69891,N,Y,34993
69892,Y,N,46776
69893,N,Y,21908
69894,N,N,34985
69895,Y,N,20716
69896,N,N,2986
69897,Y,N,10324
69898,Y,Y,26346
69899,N,N,1915
69900,N,Y,30484
69901,N,Y,7777
69902,Y,Y,19350
69903,N,N,19724
69904,Y,Y,28818
69905,Y,Y,6547
69906,N,N,34008
69907,N,N,39693
69908,N,N,21165
69909,N,Y,2897
69910,Y,N,13755
69911,Y,N,15319
69912,N,Y,46182
69913,N,N,43515
69914,N,N,8443
69915,Y,Y,24684
69916,Y,Y,16183
69917,Y,Y,36997
69918,Y,N,25045
69919,Y,N,38262
69920,Y,N,44492
69921,N,Y,17546
69922,N,N,42269
69923,Y,N,3518
69924,Y,Y,23888
69925,N,N,476
69926,N,N,12309
69927,Y,N,20180
69928,N,Y,21265
69929,N,Y,28931
69930,N,Y,46222
69931,Y,N,15696
69932,Y,Y,40549
69933,Y,N,36946
69934,Y,N,8506
69935,Y,Y,44545
69936,Y,N,17564
69937,Y,N,21941
69938,Y,Y,38042
69939,Y,Y,33512
69940,Y,Y,21811
69941,Y,Y,41722
69942,N,N,32303
69943,N,Y,29350
69944,N,Y,9860
69945,N,Y,1073
69946,N,N,17560
69947,Y,N,46
69948,Y,Y,4045
69949,N,Y,4931
69950,Y,Y,3928
69951,Y,N,44737
69952,Y,N,15239
69953,N,Y,7730
69954,Y,Y,15911
69955,N,N,15680
69956,N,N,24483
69957,Y,Y,28196
69958,N,Y,15723
69959,N,N,26839
69960,N,Y,22778
69961,N,Y,23800
69962,N,Y,21553
69963,N,N,3410
69964,N,Y,5249
69965,N,N,26281
69966,Y,Y,6867
69967,N,Y,12718
69968,Y,Y,25308
69969,Y,Y,26321
69970,Y,Y,25905
69971,N,N,30490
69972,N,N,4972
69973,Y,Y,9972
69974,Y,Y,16254
69975,N,Y,34497
69976,N,Y,15275
69977,Y,Y,44645
69978,N,N,49149
69979,N,Y,15056
69980,Y,N,41427
69981,Y,N,4050
69982,Y,N,40157
69983,Y,N,24691
69984,Y,N,26991
69985,Y,N,5514
69986,N,Y,12420
69987,N,Y,44863
69988,N,N,28705
69989,N,Y,33322
69990,Y,Y,24311
69991,Y,N,6556
69992,Y,Y,46659
69993,N,N,10812
69994,Y,Y,47197
69995,N,N,14449
69996,N,Y,18809
69997,Y,Y,12113
69998,N,Y,46250
69999,Y,Y,45777
70000,Y,N,42439
70001,N,Y,34039
70002,Y,Y,33400
70003,N,Y,30554
70004,N,Y,42037
70005,Y,N,6438
70006,Y,Y,35130
70007,N,Y,16122
70008,N,N,33227
70009,N,N,44949
70010,Y,Y,33592
70011,N,Y,44200
70012,N,Y,44221
70013,N,N,6125
70014,Y,N,35340
70015,N,N,28451
70016,Y,Y,30389
70017,N,Y,4167
70018,N,N,25065
70019,Y,Y,20773
70020,Y,Y,17788
70021,N,Y,15819
70022,N,Y,13345
70023,Y,N,32087
70024,N,Y,48768
70025,Y,Y,49920
70026,Y,Y,32100
70027,N,Y,31560
70028,N,Y,46147
70029,N,N,26226
70030,N,Y,39800
70031,Y,N,2333
70032,N,N,5610
70033,N,N,26924
70034,Y,N,31725
70035,Y,Y,42811
70036,N,N,31785
70037,N,N,4903
70038,Y,N,15898
70039,N,N,38352
70040,Y,Y,49144
70041,Y,Y,22173
70042,N,N,6649
70043,Y,Y,46061
70044,N,N,14401
70045,N,Y,3080
70046,Y,Y,49722
70047,N,N,3130
70048,Y,N,38504
70049,Y,N,34389
70050,Y,Y,34018
70051,N,Y,10909
70052,N,Y,18332
70053,Y,N,2947
70054,N,N,22461
70055,N,N,4523
70056,N,N,48963
70057,Y,Y,18164
70058,Y,Y,2358
70059,Y,N,21899
70060,Y,N,37273
70061,Y,Y,31886
70062,N,Y,14793
70063,Y,Y,16185
70064,N,Y,12603
70065,N,Y,18530
70066,Y,Y,17272
70067,Y,Y,16421
70068,N,Y,5326
70069,N,N,31987
70070,N,Y,8118
70071,N,Y,38389
70072,Y,N,25953
70073,N,N,24078
70074,Y,N,47425
70075,N,Y,3445
70076,N,N,10678
70077,N,Y,43147
70078,Y,N,27342
70079,N,N,47268
70080,Y,Y,24254
70081,Y,Y,12114
70082,N,Y,8640
70083,N,Y,40956
70084,N,N,20000
70085,Y,N,37317
70086,N,N,8182
70087,Y,Y,35452
70088,Y,Y,16649
70089,Y,N,44581
70090,N,N,14620
70091,Y,N,30201
70092,Y,N,2044
70093,N,N,38466
70094,N,N,5912
70095,N,Y,5999
70096,N,Y,36532
70097,N,N,3247
70098,Y,Y,46729
70099,N,N,26106
70100,Y,N,24825
70101,Y,Y,8579
70102,N,Y,25501
70103,Y,N,19480
70104,Y,Y,1944
70105,N,Y,8872
70106,N,N,42096
70107,N,N,28277
70108,N,Y,16040
70109,Y,Y,26863
70110,N,Y,7929
70111,N,Y,619
70112,N,N,37975
70113,N,Y,12738
70114,N,N,888
70115,N,N,49429
70116,N,N,3164
70117,Y,Y,43749
70118,Y,N,26691
70119,N,Y,22289
70120,Y,N,42587
70121,Y,Y,13201
70122,Y,Y,23408
70123,N,N,32436
70124,N,N,7427
70125,Y,N,36903
70126,Y,Y,15416
70127,Y,N,12280
70128,N,Y,10241
70129,Y,Y,40618
70130,N,N,23820
70131,Y,Y,4741
70132,Y,N,12639
70133,N,Y,10554
70134,Y,Y,17049
70135,Y,N,19739
70136,N,Y,8332
70137,Y,Y,37121
70138,Y,Y,4353
70139,N,N,18593
70140,Y,Y,26902
70141,N,Y,7180
70142,N,N,14684
70143,Y,N,35230
70144,Y,N,28035
70145,Y,Y,39455
70146,N,Y,21893
70147,Y,Y,41605
70148,Y,N,18929
70149,N,Y,37143
70150,Y,N,18356
70151,Y,Y,26670
70152,Y,N,9747
70153,N,N,33106
70154,Y,Y,28522
70155,N,Y,41223
70156,Y,N,15097
70157,N,Y,42961
70158,Y,N,15089
70159,N,N,9539
70160,Y,N,15344
70161,Y,N,25137
70162,N,N,14706
70163,Y,Y,40104
70164,Y,Y,10116
70165,N,Y,24081
70166,Y,N,21380
70167,Y,N,31578
70168,Y,Y,24383
70169,Y,N,30730
70170,N,N,26209
70171,Y,Y,24715
70172,Y,Y,38073
70173,N,N,48383
70174,N,Y,45918
70175,N,N,32985
70176,Y,Y,24748
70177,Y,Y,30024
70178,Y,Y,15558
70179,Y,Y,28314
70180,Y,Y,32698
70181,Y,Y,22376
70182,Y,N,22112
70183,N,Y,19820
70184,Y,Y,266
70185,Y,N,24096
70186,N,Y,39435
70187,Y,N,22056
70188,N,N,37350
70189,N,N,35934
70190,Y,N,49849
70191,Y,Y,28282
70192,Y,N,8302
70193,Y,N,15551
70194,Y,N,27863
70195,Y,Y,11064
70196,N,Y,4621
70197,Y,Y,3991
70198,Y,N,10163
70199,N,Y,2464
70200,Y,Y,23760
70201,Y,N,16678
70202,Y,N,47918
70203,Y,N,18627
70204,Y,Y,23215
70205,Y,N,1287
70206,Y,Y,44199
70207,N,N,43856
70208,N,N,43007
70209,N,Y,14850
70210,Y,Y,30195
70211,N,N,41732
70212,N,N,22004
70213,N,Y,4834
70214,N,N,22740
70215,N,N,41579
70216,N,N,25618
70217,Y,Y,15142
70218,Y,Y,20656
70219,N,N,29476
70220,Y,N,6498
70221,Y,Y,10105
70222,Y,N,7118
70223,N,Y,42967
70224,N,N,39132
70225,N,N,2626
70226,Y,Y,18681
70227,Y,Y,12133
70228,Y,N,28162
70229,N,Y,21422
70230,Y,N,921
70231,Y,N,7525
70232,N,N,35956
70233,N,N,29084
70234,N,Y,41003
70235,Y,N,9203
70236,Y,N,28769
70237,N,Y,33837
70238,N,Y,24233
70239,N,N,14543
70240,Y,Y,40585
70241,Y,Y,30896
70242,N,N,41615
70243,Y,N,35447
70244,Y,N,46355
70245,N,N,21916
70246,N,Y,28140
70247,Y,Y,33914
70248,N,Y,14036
70249,Y,N,4955
70250,Y,Y,3550
70251,Y,Y,87
70252,N,Y,32923
70253,Y,N,36529
70254,N,Y,27175
70255,Y,N,22648
70256,N,Y,44368
70257,N,Y,14045
70258,Y,Y,8731
70259,Y,Y,49486
70260,Y,N,39840
70261,N,N,28020
70262,Y,Y,29426
70263,N,N,23490
70264,N,Y,40323
70265,N,N,5392
70266,N,Y,34161
70267,Y,Y,28634
70268,N,N,41776
70269,N,Y,37731
70270,N,Y,40849
70271,N,N,4684
70272,N,N,5220
70273,N,Y,11391
70274,N,N,49311
70275,Y,Y,49259
70276,Y,N,6829
70277,N,Y,32148
70278,N,Y,49356
70279,N,Y,18940
70280,N,Y,35254
70281,N,N,44523
70282,Y,Y,15220
70283,Y,N,13538
70284,Y,N,31962
70285,Y,N,335
70286,N,N,14197
70287,Y,N,44219
70288,N,N,42608
70289,N,N,28859
70290,Y,Y,2513
70291,Y,N,13956
70292,Y,N,47537
70293,N,N,18149
70294,Y,N,49675
70295,Y,Y,16809
70296,N,Y,2285
70297,Y,N,10843
70298,N,Y,3216
70299,N,Y,37573
70300,Y,N,23776
70301,Y,N,5997
70302,Y,Y,17608
70303,Y,N,47122
70304,Y,N,16872
70305,Y,Y,39604
70306,Y,N,46106
70307,Y,Y,4843
70308,N,N,16526
70309,N,N,24249
70310,Y,Y,1142
70311,N,Y,11369
70312,N,N,1487
70313,N,Y,16981
70314,N,Y,32599
70315,N,Y,43135
70316,Y,Y,25743
70317,Y,N,13049
70318,N,N,8473
70319,Y,Y,35100
70320,Y,Y,11511
70321,N,N,9000
70322,Y,Y,9736
70323,Y,N,40767
70324,N,N,12837
70325,N,Y,11416
70326,N,N,1817
70327,Y,N,39603
70328,Y,Y,10619
70329,Y,N,24831
70330,N,N,2497
70331,N,N,3877
70332,N,Y,41796
70333,Y,N,7169
70334,Y,Y,2210
70335,Y,Y,29195
70336,N,N,14889
70337,N,Y,40766
70338,Y,N,18850
70339,N,Y,20414
70340,Y,Y,43842
70341,N,N,36953
70342,N,Y,11350
70343,Y,Y,22415
70344,Y,Y,28119
70345,Y,Y,5465
70346,Y,N,22875
70347,Y,Y,21731
70348,N,N,36393
70349,Y,Y,11722
70350,N,N,34770
70351,Y,N,47226
70352,N,N,7420
70353,Y,Y,12822
70354,Y,Y,33551
70355,Y,N,9278
70356,N,N,26691
70357,N,N,48184
70358,Y,Y,30774
70359,N,N,42226
70360,Y,Y,2801
70361,Y,N,12587
70362,N,N,11269
70363,N,Y,45823
70364,Y,N,38938
70365,N,N,42148
70366,N,Y,47252
70367,Y,Y,26384
70368,Y,N,37317
70369,N,Y,46327
70370,N,N,39186
70371,N,Y,18796
70372,N,Y,38808
70373,Y,N,45378
70374,Y,Y,28798
70375,Y,Y,17640
70376,Y,Y,13903
70377,Y,Y,35210
70378,N,N,1715
70379,Y,N,20468
70380,N,Y,49525
70381,Y,Y,5115
70382,Y,N,15912
70383,Y,Y,38398
70384,N,N,27377
70385,N,Y,553
70386,Y,N,42773
70387,N,N,38385
70388,Y,N,13268
70389,Y,Y,6484
70390,N,Y,19584
70391,N,N,7258
70392,Y,N,42874
70393,Y,Y,24595
70394,Y,Y,49864
70395,Y,N,4930
70396,N,N,44175
70397,N,N,2944
70398,Y,N,27466
70399,Y,N,6213
70400,Y,N,27658
70401,Y,N,10093
70402,N,Y,514
70403,Y,Y,24679
70404,N,N,46706
70405,N,Y,46387
70406,N,N,22687
70407,N,N,1639
70408,Y,Y,27347
70409,N,Y,23904
70410,N,Y,13775
70411,Y,N,26645
70412,Y,N,45098
70413,N,N,37770
70414,Y,Y,30304
70415,Y,N,41434
70416,Y,Y,12323
70417,Y,N,27660
70418,Y,Y,6047
70419,N,Y,22083
70420,Y,Y,35081
70421,Y,N,19413
70422,N,Y,30527
70423,N,N,31202
70424,Y,N,5348
70425,Y,N,34181
70426,N,N,31129
70427,Y,Y,24349
70428,Y,Y,27620
70429,N,N,7187
70430,N,N,28803
70431,N,N,36488
70432,N,Y,2782
70433,N,Y,30569
70434,N,Y,36681
70435,Y,Y,47452
70436,N,Y,34017
70437,N,N,30301
70438,N,N,17672
70439,Y,Y,2996
70440,N,Y,3377
70441,Y,Y,6041
70442,Y,Y,16041
70443,N,Y,23074
70444,N,Y,23273
70445,N,Y,19043
70446,Y,N,35858
70447,Y,Y,13799
70448,Y,Y,561
70449,N,N,32500
70450,N,Y,49386
70451,N,Y,13269
70452,N,Y,2380
70453,Y,Y,8142
70454,Y,N,11030
70455,N,N,27489
70456,Y,N,9725
70457,N,N,20688
70458,Y,N,9132
70459,Y,N,44860
70460,Y,N,37702
70461,Y,N,8261
70462,N,Y,38728
70463,Y,N,39991
70464,Y,Y,38364
70465,Y,N,5490
70466,Y,Y,16845
70467,N,Y,10131
70468,N,N,34714
70469,Y,Y,2551
70470,Y,N,27689
70471,Y,Y,22775
70472,N,Y,10518
70473,N,N,25069
70474,Y,Y,17625
70475,Y,N,22549
70476,N,Y,47134
70477,N,Y,16059
70478,N,N,46401
70479,N,Y,16144
70480,N,Y,5043
70481,Y,N,44780
70482,Y,N,24991
70483,N,N,15624
70484,N,Y,2881
70485,Y,N,39432
70486,N,Y,41152
70487,Y,N,19294
70488,Y,Y,5102
70489,N,Y,26060
70490,N,N,18127
70491,Y,N,48501
70492,Y,N,16549
70493,N,Y,33884
70494,Y,N,20155
70495,N,N,37476
70496,N,Y,42074
70497,N,Y,19836
70498,N,Y,26570
70499,N,Y,19535
70500,Y,N,20382
70501,N,Y,10418
70502,Y,Y,47847
70503,N,N,45518
70504,N,Y,14547
70505,N,N,30267
70506,Y,Y,2029
70507,N,Y,21197
70508,N,Y,6787
70509,Y,Y,34856
70510,N,Y,21533
70511,N,Y,12461
70512,N,N,49330
70513,Y,Y,17916
70514,Y,N,15520
70515,Y,Y,44301
70516,N,N,18118
70517,Y,Y,17113
70518,N,N,33213
70519,Y,N,616
70520,Y,N,44638
70521,N,Y,7812
70522,Y,N,12891
70523,Y,Y,16758
70524,Y,N,49631
70525,Y,N,8569
70526,Y,Y,43020
70527,Y,Y,31290
70528,N,Y,34914
70529,Y,Y,7933
70530,Y,Y,45380
70531,Y,Y,21177
70532,N,Y,5235
70533,Y,N,14842
70534,Y,Y,39975
70535,Y,Y,12757
70536,N,N,19117
70537,N,Y,9701
70538,Y,N,46760
70539,N,Y,63
70540,N,N,48617
70541,Y,N,21452
70542,Y,N,40612
70543,N,N,33805
70544,Y,N,5531
70545,N,N,26202
70546,N,Y,49465
70547,Y,Y,38235
70548,N,Y,49831
70549,Y,N,12834
70550,N,N,24993
70551,N,N,29542
70552,N,N,5520
70553,N,Y,10584
70554,N,Y,41107
70555,Y,Y,35401
