ID,AFORO,IDHOSTAL
254193,8,6822
254194,6,11967
254195,8,12556
254196,4,10444
254197,2,12865
254198,8,16913
254199,7,1670
254200,10,5778
254201,8,11545
254202,10,6190
254203,7,9864
254204,5,196
254205,10,16000
254206,2,8024
254207,2,13623
254208,5,10783
254209,1,14303
254210,6,58
254211,8,10878
254212,8,10819
254213,6,5645
254214,5,5209
254215,4,10300
254216,3,837
254217,1,8444
254218,3,2538
254219,5,7022
254220,2,4543
254221,9,2261
254222,4,7625
254223,3,6365
254224,7,18586
254225,2,3315
254226,10,18398
254227,10,11013
254228,5,9947
254229,10,1574
254230,2,15854
254231,1,7445
254232,10,14883
254233,10,12437
254234,6,10057
254235,7,17857
254236,1,9579
254237,9,10392
254238,6,4241
254239,4,15953
254240,1,19747
254241,10,13437
254242,8,16545
254243,7,9446
254244,2,12659
254245,6,18622
254246,3,1260
254247,3,17869
254248,10,6413
254249,4,14661
254250,8,7318
254251,7,17289
254252,7,18489
254253,5,851
254254,2,4872
254255,8,12286
254256,1,9167
254257,2,16464
254258,10,10490
254259,3,568
254260,4,19813
254261,9,4899
254262,4,13862
254263,9,8921
254264,8,13725
254265,5,19950
254266,1,19397
254267,4,17949
254268,9,19274
254269,5,7755
254270,7,6446
254271,3,14738
254272,9,560
254273,4,18389
254274,7,6230
254275,7,18333
254276,9,5904
254277,5,6048
254278,5,4826
254279,1,866
254280,5,10210
254281,10,13802
254282,9,16372
254283,8,11717
254284,8,17812
254285,4,19803
254286,1,5228
254287,9,8337
254288,4,6471
254289,5,10763
254290,10,5911
254291,2,6597
254292,9,9875
254293,8,8250
254294,2,3517
254295,2,9086
254296,1,10633
254297,6,2949
254298,10,6792
254299,6,11690
254300,1,5418
254301,6,13412
254302,4,8904
254303,1,9804
254304,4,14537
254305,8,13454
254306,7,59
254307,7,12141
254308,4,7567
254309,6,14659
254310,10,4655
254311,5,15402
254312,9,2069
254313,9,6507
254314,3,14982
254315,10,12701
254316,6,9424
254317,8,7751
254318,2,409
254319,1,9881
254320,5,5147
254321,3,8376
254322,7,11345
254323,4,15150
254324,4,4595
254325,2,1932
254326,3,15780
254327,6,12097
254328,6,9065
254329,1,16098
254330,5,6418
254331,4,4799
254332,8,16769
254333,7,3768
254334,6,13595
254335,9,7321
254336,4,8341
254337,8,18667
254338,10,16758
254339,2,7442
254340,4,17638
254341,6,3454
254342,1,377
254343,7,2243
254344,5,3150
254345,4,10307
254346,8,17480
254347,8,1902
254348,4,12410
254349,4,16354
254350,7,15848
254351,9,11368
254352,3,19863
254353,2,11759
254354,5,6696
254355,7,11152
254356,10,15671
254357,5,4134
254358,4,15859
254359,9,12902
254360,5,11890
254361,10,15280
254362,5,17497
254363,2,1382
254364,6,16702
254365,5,5952
254366,6,7191
254367,2,2677
254368,4,11093
254369,2,13386
254370,7,4997
254371,6,13313
254372,8,11720
254373,7,1140
254374,1,17136
254375,3,13440
254376,2,5641
254377,1,11941
254378,10,6169
254379,4,8327
254380,1,13057
254381,8,8846
254382,9,10931
254383,8,5293
254384,6,12031
254385,3,11841
254386,5,16713
254387,2,10806
254388,6,6536
254389,6,2042
254390,8,2104
254391,9,1732
254392,5,4564
254393,1,17312
254394,3,403
254395,8,8953
254396,7,10746
254397,3,9311
254398,10,7169
254399,10,18723
254400,1,18053
254401,2,17543
254402,4,19730
254403,3,5871
254404,8,8015
254405,6,12551
254406,6,7593
254407,3,3122
254408,6,19218
254409,4,4368
254410,7,3229
254411,4,5002
254412,5,3506
254413,5,38
254414,2,1527
254415,9,11181
254416,7,9051
254417,7,4871
254418,10,4105
254419,10,8345
254420,6,1459
254421,1,11888
254422,9,16080
254423,1,10181
254424,8,4650
254425,8,14649
254426,3,5577
254427,2,4123
254428,2,17926
254429,4,5186
254430,9,16521
254431,9,8382
254432,3,11427
254433,10,17002
254434,9,16210
254435,10,17033
254436,3,10138
254437,10,15210
254438,1,12497
254439,1,11041
254440,8,13861
254441,10,11457
254442,8,8616
254443,1,18519
254444,5,15842
254445,4,7266
254446,7,13941
254447,10,12641
254448,6,10651
254449,1,1696
254450,7,19990
254451,10,13348
254452,5,13879
254453,10,15694
254454,4,1498
254455,1,2509
254456,3,13836
254457,8,2141
254458,6,16302
254459,5,9959
254460,5,8581
254461,5,13033
254462,9,5884
254463,1,2237
254464,10,13214
254465,7,7719
254466,2,1221
254467,7,16696
254468,6,15511
254469,6,11528
254470,8,16980
254471,1,3337
254472,8,2768
254473,4,14089
254474,1,9964
254475,3,13955
254476,1,13163
254477,7,4032
254478,5,4016
254479,8,2494
254480,6,5149
254481,9,8203
254482,8,1557
254483,7,3704
254484,10,10910
254485,10,12699
254486,10,1723
254487,10,11225
254488,9,275
254489,2,19510
254490,6,15754
254491,2,13718
254492,9,348
254493,1,12314
254494,9,6458
254495,9,16142
254496,8,17479
254497,9,1046
254498,8,12179
254499,7,13917
254500,6,2239
254501,10,17
254502,5,11761
254503,6,17436
254504,7,567
254505,1,4466
254506,6,1757
254507,8,5743
254508,1,894
254509,2,7768
254510,3,16930
254511,10,10120
254512,2,12376
254513,7,18070
254514,2,7419
254515,6,7348
254516,3,18423
254517,6,13772
254518,5,3583
254519,5,3431
254520,10,19301
254521,8,13683
254522,3,13788
254523,4,3779
254524,5,372
254525,5,6484
254526,10,5423
254527,1,9635
254528,6,2614
254529,7,15486
254530,9,4344
254531,5,6054
254532,9,15908
254533,4,9731
254534,7,14460
254535,4,13932
254536,4,7408
254537,9,11599
254538,5,18622
254539,3,18814
254540,5,15712
254541,2,12348
254542,10,14918
254543,1,12315
254544,1,2297
254545,5,11239
254546,5,18321
254547,1,4416
254548,9,9013
254549,10,18142
254550,5,6310
254551,1,12459
254552,1,939
254553,10,8584
254554,1,19431
254555,3,2619
254556,2,18359
254557,3,17924
254558,5,11002
254559,2,1770
254560,9,3896
254561,2,3618
254562,7,7333
254563,6,2376
254564,5,10357
254565,5,2924
254566,8,9101
254567,7,9107
254568,10,9971
254569,8,5831
254570,9,18491
254571,5,11836
254572,1,18936
254573,4,17485
254574,4,18885
254575,5,10993
254576,8,11656
254577,6,415
254578,10,9746
254579,6,5572
254580,6,18377
254581,6,943
254582,10,1098
254583,9,753
254584,1,19008
254585,6,4507
254586,10,16191
254587,10,9995
254588,1,13633
254589,3,6724
254590,7,6762
254591,3,8867
254592,6,16173
254593,1,10072
254594,6,18641
254595,5,5312
254596,9,4625
254597,8,16230
254598,1,2200
254599,7,8631
254600,1,14821
254601,4,3826
254602,2,15561
254603,7,5210
254604,5,16235
254605,5,3271
254606,3,14335
254607,2,7964
254608,2,1689
254609,4,18920
254610,9,5346
254611,10,2628
254612,6,2367
254613,6,15427
254614,4,14117
254615,7,3180
254616,7,4938
254617,3,18467
254618,3,2446
254619,1,13637
254620,3,5684
254621,2,7089
254622,8,10571
254623,1,12212
254624,10,1260
254625,9,19482
254626,3,8000
254627,1,942
254628,6,15215
254629,4,3227
254630,3,5547
254631,10,2126
254632,10,4444
254633,3,16258
254634,6,9323
254635,7,17100
254636,9,10139
254637,3,19396
254638,10,156
254639,2,18489
254640,8,12910
254641,2,17408
254642,8,4394
254643,2,2514
254644,10,16233
254645,7,15762
254646,4,19969
254647,5,6926
254648,2,9552
254649,5,1001
254650,7,11099
254651,4,12191
254652,3,19225
254653,10,5465
254654,6,18477
254655,3,18972
254656,7,8019
254657,2,761
254658,6,5327
254659,10,3371
254660,7,7031
254661,4,11453
254662,6,18498
254663,4,3826
254664,4,14119
254665,8,8523
254666,9,3820
254667,9,17507
254668,8,17032
254669,5,7018
254670,8,4347
254671,5,16416
254672,3,9259
254673,7,16835
254674,4,16010
254675,10,10032
254676,2,11927
254677,2,14133
254678,1,9129
254679,4,16718
254680,5,19666
254681,10,9067
254682,7,19981
254683,6,3104
254684,7,1472
254685,2,3275
254686,5,15578
254687,4,17071
254688,4,1206
254689,3,6218
254690,5,16749
254691,4,16429
254692,3,11685
254693,8,11215
254694,4,10287
254695,5,4988
254696,3,11835
254697,8,8280
254698,6,10295
254699,1,3682
254700,4,1533
254701,7,5904
254702,7,11108
254703,7,3298
254704,4,16832
254705,10,6858
254706,10,14431
254707,8,3688
254708,2,2812
254709,7,12506
254710,9,4794
254711,4,11071
254712,10,8181
254713,3,6127
254714,8,7005
254715,2,4129
254716,9,7304
254717,10,522
254718,1,11345
254719,9,11849
254720,10,517
254721,2,8972
254722,9,6387
254723,4,13231
254724,9,19358
254725,3,18761
254726,7,2020
254727,1,9061
254728,6,9375
254729,10,14818
254730,8,18076
254731,5,7689
254732,4,8732
254733,1,5671
254734,5,10527
254735,10,710
254736,4,18493
254737,4,10177
254738,1,13141
254739,7,5886
254740,1,16657
254741,4,7132
254742,3,9704
254743,10,6435
254744,9,10525
254745,7,2836
254746,2,7983
254747,8,5903
254748,8,6985
254749,9,521
254750,1,11066
254751,6,8771
254752,4,18413
254753,8,10345
254754,8,9733
254755,7,5728
254756,4,56
254757,1,13786
254758,7,12092
254759,6,12030
254760,5,5374
254761,9,11718
254762,2,19897
254763,2,10871
254764,6,9109
254765,4,7240
254766,4,994
254767,9,18132
254768,4,14607
254769,3,19642
254770,8,11181
254771,10,6295
254772,3,16968
254773,3,16552
254774,5,6786
254775,6,16377
254776,4,10476
254777,7,10856
254778,4,539
254779,1,5337
254780,3,1737
254781,2,12192
254782,3,16279
254783,8,5531
254784,9,19114
254785,7,10201
254786,10,19468
254787,3,8982
254788,10,7097
254789,4,2846
254790,4,8238
254791,3,14816
254792,7,2398
254793,5,10644
254794,9,19791
254795,9,18464
254796,10,14407
254797,10,7733
254798,7,19163
254799,1,11643
254800,1,14933
254801,4,7420
254802,6,1584
254803,9,18367
254804,8,16407
254805,3,3209
254806,9,5543
254807,8,13483
254808,3,11995
254809,4,4126
254810,4,14394
254811,9,2400
254812,10,17437
254813,10,11319
254814,6,12762
254815,6,6347
254816,10,17227
254817,8,9557
254818,7,7129
254819,6,7151
254820,3,5647
254821,3,963
254822,8,19932
254823,7,3822
254824,10,287
254825,1,18919
254826,2,15181
254827,3,8469
254828,7,19656
254829,5,14428
254830,2,11032
254831,8,6734
254832,4,7277
254833,1,2972
254834,9,17224
254835,1,19165
254836,9,6011
254837,7,9845
254838,2,10483
254839,9,13793
254840,3,1162
254841,6,3769
254842,6,14608
254843,9,12911
254844,6,14183
254845,3,2976
254846,8,13264
254847,9,7369
254848,3,8634
254849,6,14172
254850,8,1437
254851,5,11152
254852,9,11187
254853,1,18175
254854,10,15174
254855,6,8217
254856,3,13849
254857,1,6049
254858,1,14277
254859,7,6169
254860,4,5616
254861,7,10515
254862,3,19484
254863,3,14309
254864,2,10459
254865,7,9569
254866,8,5469
254867,2,5883
254868,4,6684
254869,2,3786
254870,3,124
254871,9,5807
254872,2,10563
254873,10,19810
254874,2,6267
254875,7,18247
254876,10,15080
254877,4,897
254878,10,13838
254879,3,671
254880,10,3767
254881,1,19542
254882,7,15539
254883,3,10907
254884,8,15958
254885,8,19682
254886,4,7374
254887,2,14742
254888,2,16359
254889,5,125
254890,10,19788
254891,2,7775
254892,1,5937
254893,2,12216
254894,9,16854
254895,7,12517
254896,3,10701
254897,5,9749
254898,8,15146
254899,7,1466
254900,7,5721
254901,9,6533
254902,9,1102
254903,9,1685
254904,8,14486
254905,9,19187
254906,5,139
254907,1,5937
254908,10,17426
254909,1,1074
254910,4,18569
254911,5,18531
254912,8,5025
254913,2,11357
254914,7,15588
254915,1,6549
254916,9,10997
254917,10,8446
254918,9,14459
254919,6,12452
254920,2,19202
254921,2,8065
254922,3,11305
254923,5,11625
254924,5,13436
254925,9,18843
254926,6,2090
254927,1,8605
254928,3,3882
254929,2,5268
254930,1,2718
254931,2,710
254932,6,9600
254933,5,19920
254934,8,16528
254935,4,3364
254936,9,15714
254937,1,4046
254938,10,15616
254939,8,15781
254940,8,7866
254941,6,3262
254942,7,15117
254943,2,4240
254944,2,11875
254945,5,4475
254946,3,12354
254947,2,10583
254948,3,380
254949,3,16154
254950,2,2063
254951,2,8831
254952,8,14781
254953,6,7836
254954,8,17786
254955,10,13318
254956,2,14040
254957,6,17364
254958,5,10827
254959,2,3110
254960,3,10867
254961,10,6873
254962,3,875
254963,4,16109
254964,5,10155
254965,9,3359
254966,2,425
254967,3,17616
254968,7,9572
254969,10,1256
254970,9,13369
254971,9,19430
254972,7,478
254973,5,19748
254974,4,3901
254975,1,7093
254976,3,12260
254977,9,8884
254978,9,3108
254979,1,13578
254980,6,18824
254981,4,10931
254982,4,10642
254983,2,8964
254984,9,1488
254985,3,5494
254986,3,15215
254987,10,3565
254988,1,2954
254989,8,1965
254990,5,19205
254991,9,12051
254992,5,19088
254993,4,3385
254994,8,18626
254995,9,18320
254996,8,618
254997,8,157
254998,7,13107
254999,4,16719
255000,10,11485
255001,6,7191
255002,5,4444
255003,2,6900
255004,8,11826
255005,7,5948
255006,8,11024
255007,1,11919
255008,6,5190
255009,1,19724
255010,6,12835
255011,9,3038
255012,8,14735
255013,2,16904
255014,9,8689
255015,10,8651
255016,4,9716
255017,8,9855
255018,2,2026
255019,1,9541
255020,4,15057
255021,9,1130
255022,10,17298
255023,8,15325
255024,7,3413
255025,2,17986
255026,7,11093
255027,5,4689
255028,4,4077
255029,1,17135
255030,2,15703
255031,7,5838
255032,2,898
255033,10,9103
255034,7,16500
255035,3,10508
255036,8,3975
255037,8,4833
255038,3,303
255039,9,1295
255040,10,17317
255041,8,5011
255042,3,11919
255043,8,14837
255044,8,3623
255045,6,652
255046,6,8906
255047,6,8821
255048,1,19893
255049,5,2732
255050,1,6443
255051,3,19041
255052,3,16914
255053,6,2104
255054,6,3009
255055,4,2316
255056,7,7510
255057,10,18356
255058,7,2325
255059,8,9438
255060,4,10374
255061,2,14931
255062,7,7506
255063,7,2466
255064,8,13868
255065,4,13263
255066,4,9481
255067,1,6562
255068,6,8577
255069,7,13332
255070,10,6062
255071,4,10407
255072,3,11463
255073,1,5264
255074,4,7186
255075,7,10061
255076,9,4053
255077,6,3792
255078,9,12116
255079,7,6743
255080,8,19186
255081,5,13735
255082,10,15616
255083,8,11861
255084,8,6012
255085,9,15136
255086,7,12079
255087,5,19300
255088,10,12454
255089,4,4179
255090,8,7090
255091,8,15175
255092,10,15377
255093,6,12685
255094,6,7935
255095,6,1447
255096,3,8923
255097,3,2255
255098,4,19854
255099,6,4469
255100,10,14283
255101,2,8037
255102,6,10901
255103,6,10534
255104,10,14202
255105,9,4129
255106,9,152
255107,10,3734
255108,8,4138
255109,5,17938
255110,6,2615
255111,4,10039
255112,5,2072
255113,10,4961
255114,5,10608
255115,3,7325
255116,2,879
255117,3,5920
255118,2,15847
255119,10,5503
255120,8,19250
255121,4,291
255122,1,19133
255123,5,18034
255124,6,3087
255125,10,13025
255126,8,6694
255127,9,14195
255128,7,15681
255129,7,12626
255130,9,13275
255131,1,19591
255132,1,12552
255133,5,10530
255134,9,16932
255135,2,4747
255136,10,3122
255137,5,2009
255138,6,18759
255139,8,3921
255140,8,1729
255141,10,86
255142,7,19481
255143,10,10924
255144,9,9213
255145,5,664
255146,3,18490
255147,9,6739
255148,1,15835
255149,5,17450
255150,6,6204
255151,6,6245
255152,6,5549
255153,7,55
255154,10,4484
255155,9,14159
255156,8,7518
255157,7,8583
255158,9,18285
255159,8,19335
255160,4,6153
255161,8,15351
255162,8,6878
255163,8,2352
255164,5,3691
255165,2,4456
255166,5,4552
255167,8,9852
255168,5,1943
255169,9,1901
255170,7,6496
255171,2,11749
255172,1,5439
255173,8,2991
255174,7,12516
255175,8,14835
255176,7,10204
255177,8,13786
255178,2,3522
255179,6,14557
255180,10,11353
255181,3,1857
255182,7,16218
255183,10,7136
255184,2,18603
255185,8,17313
255186,3,15236
255187,4,12903
255188,2,9761
255189,6,17633
255190,2,19072
255191,3,4745
255192,8,19718
255193,10,15548
255194,10,8425
255195,2,12695
255196,1,8625
255197,3,2887
255198,6,14210
255199,9,12057
255200,4,11876
255201,1,779
255202,8,4855
255203,4,17922
255204,6,6977
255205,1,6758
255206,9,18284
255207,4,19840
255208,10,7025
255209,5,1556
255210,4,13463
255211,8,10707
255212,4,9828
255213,5,15213
255214,3,9944
255215,10,13703
255216,1,11011
255217,8,5884
255218,2,15871
255219,3,11034
255220,10,18888
255221,8,12565
255222,7,5893
255223,7,7425
255224,10,14013
255225,5,8604
255226,8,14962
255227,2,16822
255228,2,9835
255229,8,6072
255230,4,9089
255231,7,8091
255232,10,13550
255233,3,5762
255234,5,9321
255235,9,9893
255236,8,10702
255237,2,16471
255238,5,3288
255239,7,19172
255240,1,19339
255241,8,7071
255242,9,12798
255243,2,15544
255244,7,4856
255245,9,11670
255246,2,507
255247,6,9855
255248,7,11106
255249,6,2728
255250,1,13692
255251,1,1217
255252,10,14878
255253,4,5561
255254,5,8311
255255,1,12781
255256,3,16030
255257,2,19200
255258,8,14650
255259,7,5958
255260,8,14664
255261,7,14490
255262,10,6776
255263,9,13173
255264,9,13468
255265,1,17326
255266,2,16456
255267,9,3088
255268,4,13881
255269,6,16759
255270,6,12679
255271,7,13245
255272,9,708
255273,9,7632
255274,1,13088
255275,7,16100
255276,1,12625
255277,7,6005
255278,10,18307
255279,2,8212
255280,2,15557
255281,7,15709
255282,10,963
255283,4,4726
255284,2,5629
255285,5,9922
255286,1,12837
255287,1,16482
255288,5,16075
255289,10,6753
255290,9,2478
255291,7,13857
255292,10,19349
255293,1,5441
255294,6,7552
255295,1,12552
255296,7,16413
255297,9,3007
255298,9,10508
255299,8,4951
255300,9,12919
255301,1,5260
255302,7,6894
255303,4,5760
255304,5,7268
255305,10,6352
255306,5,3857
255307,7,3283
255308,9,8724
255309,4,4028
255310,7,16315
255311,7,18966
255312,4,19620
255313,5,10305
255314,7,13780
255315,3,18835
255316,6,4560
255317,4,7132
255318,6,13465
255319,5,790
255320,7,10180
255321,10,17612
255322,4,15561
255323,3,979
255324,10,19710
255325,3,1474
255326,4,6029
255327,6,8406
255328,4,3231
255329,9,1133
255330,6,12584
255331,2,8347
255332,4,19116
255333,5,16273
255334,1,16532
255335,8,15107
255336,8,2857
255337,7,4426
255338,10,16758
255339,7,19998
255340,8,34
255341,7,5998
255342,10,15288
255343,9,8236
255344,3,15755
255345,8,16572
255346,1,18828
255347,7,4416
255348,10,3337
255349,10,10849
255350,9,13267
255351,5,12699
255352,10,12137
255353,5,15757
255354,4,4630
255355,2,10015
255356,7,10948
255357,8,7508
255358,4,18658
255359,2,15536
255360,10,7233
255361,8,18159
255362,1,2912
255363,3,6341
255364,8,2050
255365,6,13772
255366,8,15919
255367,3,8198
255368,6,1220
255369,4,8111
255370,1,13124
255371,3,10112
255372,2,15217
255373,2,4490
255374,8,13333
255375,8,19025
255376,7,15106
255377,6,16702
255378,2,11348
255379,10,7756
255380,9,4236
255381,7,8844
255382,10,2247
255383,9,2323
255384,8,16175
255385,2,7220
255386,5,8154
255387,7,19939
255388,8,19722
255389,2,16407
255390,4,9527
255391,9,9159
255392,1,6657
255393,1,4547
255394,4,15448
255395,5,10026
255396,8,17348
255397,9,5826
255398,1,3883
255399,1,5308
255400,9,7744
255401,4,1877
255402,7,19669
255403,4,5218
255404,5,10205
255405,5,2831
255406,9,14439
255407,2,4783
255408,8,16435
255409,1,9041
255410,10,629
255411,10,6299
255412,1,5827
255413,9,1327
255414,5,2426
255415,4,15744
255416,10,5613
255417,4,707
255418,4,14252
255419,2,10870
255420,4,17152
255421,10,13370
255422,10,11659
255423,4,6600
255424,1,6858
255425,7,9072
255426,3,6555
255427,3,974
255428,8,7773
255429,4,17504
255430,6,16893
255431,4,4911
255432,1,1194
255433,1,19915
255434,4,5280
255435,2,13025
255436,9,12286
255437,8,2364
255438,6,15128
255439,8,8499
255440,9,15528
255441,5,6040
255442,4,19470
255443,6,1934
255444,5,11834
255445,7,14075
255446,4,5878
255447,9,4206
255448,9,17565
255449,3,9100
255450,10,9555
255451,7,15590
255452,7,7066
255453,6,6016
255454,5,16771
255455,9,18366
255456,3,19182
255457,5,5950
255458,7,10580
255459,5,13926
255460,6,11763
255461,7,8357
255462,5,11046
255463,5,5765
255464,2,3572
255465,3,1690
255466,8,1672
255467,10,8691
255468,3,13334
255469,4,2923
255470,7,15935
255471,6,4414
255472,2,2852
255473,4,5032
255474,4,515
255475,9,12803
255476,4,18804
255477,1,18384
255478,7,9543
255479,10,7727
255480,7,12663
255481,1,6105
255482,7,18097
255483,5,7225
255484,1,19108
255485,7,16328
255486,5,5975
255487,4,6219
255488,8,19590
255489,9,10035
255490,3,11189
255491,6,16387
255492,5,13142
255493,7,1956
255494,5,246
255495,1,1851
255496,7,5653
255497,8,7102
255498,10,16137
255499,10,4473
255500,3,6657
255501,8,16341
255502,7,18187
255503,8,8009
255504,7,12605
255505,10,2707
255506,7,15969
255507,4,16538
255508,4,2254
255509,1,12262
255510,8,15512
255511,4,14946
255512,1,18137
255513,9,4000
255514,9,19472
255515,7,1832
255516,7,1679
255517,7,8044
255518,4,3510
255519,2,7953
255520,10,12007
255521,9,9468
255522,9,8623
255523,8,13893
255524,6,671
255525,3,12495
255526,6,17854
255527,2,8198
255528,7,2376
255529,9,6547
255530,1,10681
255531,2,8746
255532,9,6496
255533,7,4570
255534,10,3619
255535,5,18537
255536,1,1499
255537,10,5198
255538,6,18890
255539,9,7272
255540,9,3902
255541,9,5304
255542,4,877
255543,3,9151
255544,7,5620
255545,5,3638
255546,6,12969
255547,3,8001
255548,4,6998
255549,1,6853
255550,2,16202
255551,6,6756
255552,7,11222
255553,1,11419
255554,10,18912
255555,4,200
255556,4,3407
255557,1,130
255558,2,19947
255559,9,12849
255560,7,11504
255561,7,1809
255562,9,14830
255563,6,7899
255564,2,5246
255565,4,6515
255566,3,8405
255567,6,3771
255568,6,13456
255569,8,18323
255570,5,494
255571,4,5453
255572,7,19576
255573,7,8483
255574,10,14779
255575,3,9330
255576,10,4983
255577,3,10950
255578,7,4655
255579,4,17051
255580,9,4704
255581,2,12346
255582,3,14714
255583,1,9338
255584,6,5035
255585,7,19427
255586,3,14447
255587,6,13007
255588,9,3945
255589,3,4210
255590,4,1599
255591,4,5699
255592,3,5055
255593,1,8261
255594,5,8616
255595,7,16503
255596,9,2877
255597,10,1377
255598,9,10741
255599,9,3207
255600,7,5707
255601,4,541
255602,5,6290
255603,1,16789
255604,3,14982
255605,9,19147
255606,1,3222
255607,1,8872
255608,8,5465
255609,5,14669
255610,10,3012
255611,6,16244
255612,3,17325
255613,4,8333
255614,1,14004
255615,9,14144
255616,8,19551
255617,6,1542
255618,8,7992
255619,2,12469
255620,10,16168
255621,6,6339
255622,7,14717
255623,2,3790
255624,5,17543
255625,3,10317
255626,7,1538
255627,1,199
255628,6,9894
255629,3,4488
255630,9,19744
255631,2,16144
255632,9,14648
255633,1,17802
255634,5,4133
255635,10,1158
255636,1,1515
255637,2,1155
255638,5,463
255639,10,3616
255640,3,17571
255641,9,2689
255642,5,7940
255643,8,9518
255644,6,7321
255645,4,2555
255646,6,2261
255647,3,1925
255648,7,8897
255649,9,1335
255650,6,17898
255651,9,18288
255652,9,16435
255653,1,19879
255654,9,2511
255655,1,4457
255656,6,6130
255657,8,869
255658,2,876
255659,9,6345
255660,6,7909
255661,3,7226
255662,3,806
255663,9,6451
255664,7,18300
255665,2,4963
255666,8,8707
255667,4,19482
255668,8,6879
255669,8,17773
255670,2,4031
255671,8,18944
255672,9,14152
255673,4,7200
255674,3,7774
255675,6,15922
255676,1,1152
255677,2,10809
255678,7,8094
255679,9,8817
255680,4,14602
255681,7,9619
255682,8,1272
255683,3,15349
255684,8,13000
255685,5,18549
255686,1,11653
255687,8,6809
255688,2,6358
255689,5,2860
255690,4,3196
255691,8,8976
255692,7,16754
255693,3,1305
255694,4,15909
255695,3,12951
255696,8,4448
255697,4,16191
255698,7,7320
255699,2,7342
255700,9,13322
255701,6,3291
255702,8,4470
255703,7,17585
255704,1,13248
255705,1,8409
255706,3,12874
255707,10,4096
255708,10,11994
255709,3,13171
255710,9,16363
255711,4,816
255712,9,3635
255713,3,5725
255714,5,15995
255715,5,5023
255716,10,3322
255717,2,5516
255718,10,12821
255719,9,13326
255720,3,16068
255721,1,4017
255722,6,5439
255723,7,11732
255724,5,4546
255725,4,17794
255726,6,5539
255727,4,14039
255728,9,15998
255729,1,5726
255730,10,11106
255731,9,6624
255732,5,7458
255733,10,6456
255734,6,1870
255735,4,18614
255736,3,9305
255737,5,3707
255738,9,9538
255739,6,17282
255740,5,1176
255741,5,2752
255742,3,12293
255743,9,7091
255744,8,5153
255745,1,539
255746,8,10216
255747,3,9684
255748,8,19809
255749,10,5556
255750,2,4218
255751,8,2465
255752,1,9445
255753,10,13551
255754,6,16780
255755,1,2803
255756,10,24
255757,2,17505
255758,5,5018
255759,8,12999
255760,7,13002
255761,8,19497
255762,4,16451
255763,3,12657
255764,10,8674
255765,6,16886
255766,4,6378
255767,4,14024
255768,3,19103
255769,2,18465
255770,1,15392
255771,10,8372
255772,9,11709
255773,1,5774
255774,5,17252
255775,6,8862
255776,8,2468
255777,3,3719
255778,2,13439
255779,6,4050
255780,10,14346
255781,7,3566
255782,4,2776
255783,10,13396
255784,9,10344
255785,8,4906
255786,7,6886
255787,10,14190
255788,6,5598
255789,9,15223
255790,9,1403
255791,10,1735
255792,4,11669
255793,8,4393
255794,9,19756
255795,3,11654
255796,4,17237
255797,7,3152
255798,3,293
255799,1,2682
255800,9,1056
255801,2,10825
255802,3,9449
255803,9,10423
255804,2,12599
255805,10,16596
255806,7,6848
255807,1,16420
255808,8,12870
255809,8,15597
255810,2,6778
255811,5,10056
255812,6,12942
255813,6,16055
255814,4,9330
255815,10,8368
255816,3,6900
255817,8,8135
255818,10,3042
255819,10,10043
255820,3,7505
255821,10,3881
255822,4,11689
255823,4,478
255824,4,6715
255825,9,6609
255826,4,3231
255827,3,14926
255828,5,2488
255829,9,5758
255830,7,12268
255831,5,5770
255832,10,19870
255833,5,18822
255834,1,13015
255835,5,13395
255836,3,16496
255837,9,4359
255838,9,16070
255839,2,561
255840,3,9371
255841,10,8213
255842,10,19615
255843,9,16997
255844,1,17107
255845,4,18398
255846,8,5002
255847,8,8268
255848,1,13947
255849,6,16690
255850,9,10430
255851,5,16596
255852,4,6127
255853,1,7330
255854,2,14839
255855,2,7618
255856,10,5080
255857,8,11094
255858,4,13717
255859,8,17980
255860,8,15850
255861,2,2602
255862,10,5453
255863,7,15880
255864,1,1728
255865,10,5495
255866,7,11950
255867,1,15165
255868,10,12039
255869,3,7495
255870,1,11303
255871,10,1377
255872,4,10777
255873,9,8846
255874,8,6990
255875,9,3440
255876,10,12928
255877,5,11566
255878,9,8005
255879,7,6023
255880,1,1672
255881,7,6026
255882,3,8483
255883,7,14161
255884,1,2389
255885,5,4705
255886,3,17525
255887,10,1438
255888,2,5003
255889,2,3759
255890,7,16714
255891,9,4976
255892,7,11560
255893,1,6731
255894,5,575
255895,5,17733
255896,8,5105
255897,10,16023
255898,9,14018
255899,2,14784
255900,7,14205
255901,5,534
255902,10,298
255903,4,15992
255904,2,2054
255905,3,18315
255906,6,16990
255907,1,5865
255908,1,11073
255909,3,12931
255910,5,13118
255911,8,18510
255912,2,5684
255913,1,3471
255914,6,12079
255915,5,12305
255916,4,10093
255917,6,1053
255918,10,4038
255919,8,8083
255920,6,11538
255921,3,4477
255922,4,8654
255923,2,19951
255924,3,12044
255925,10,1276
255926,1,3502
255927,3,17225
255928,10,6980
255929,9,8060
255930,6,12486
255931,10,16206
255932,6,10466
255933,5,14945
255934,1,6359
255935,4,13644
255936,6,4648
255937,10,1631
255938,9,1823
255939,9,11739
255940,4,5330
255941,2,13215
255942,4,4719
255943,2,9093
255944,8,14246
255945,8,15897
255946,6,2903
255947,2,6833
255948,2,9394
255949,3,14150
255950,3,14894
