ID,TIPOHABITACION,TAMANIO,IDHOTEL
168173,semisuite,Grande,572
168174,estandar,Grande,13782
168175,estandar,Grande,8976
168176,estandar,Grande,4724
168177,suite,Grande,7051
168178,estandar,Grande,14154
168179,semisuite,Grande,18381
168180,semisuite,Grande,5985
168181,suite,Grande,10003
168182,suite,Grande,4016
168183,suite,Grande,15743
168184,suite,Grande,12860
168185,estandar,Grande,973
168186,suite,Grande,12149
168187,suite,Grande,12944
168188,semisuite,Grande,15854
168189,estandar,Grande,918
168190,suite,Grande,16282
168191,suite,Grande,15707
168192,semisuite,Grande,793
168193,suite,Grande,235
168194,estandar,Grande,17328
168195,estandar,Grande,19913
168196,semisuite,Grande,9749
168197,suite,Grande,2635
168198,suite,Grande,7145
168199,semisuite,Grande,18510
168200,estandar,Grande,1
168201,suite,Grande,14127
168202,suite,Grande,4136
168203,suite,Grande,11825
168204,estandar,Grande,716
168205,semisuite,Grande,9653
168206,suite,Grande,1279
168207,suite,Grande,4991
168208,semisuite,Grande,8683
168209,semisuite,Grande,18646
168210,estandar,Grande,11886
168211,semisuite,Grande,10871
168212,estandar,Grande,2988
168213,estandar,Grande,5700
168214,semisuite,Grande,3177
168215,estandar,Grande,14217
168216,semisuite,Grande,6053
168217,suite,Grande,12604
168218,estandar,Grande,13255
168219,suite,Grande,2006
168220,suite,Grande,2558
168221,semisuite,Grande,3017
168222,suite,Grande,3901
168223,suite,Grande,6463
168224,semisuite,Grande,18429
168225,semisuite,Grande,4095
168226,estandar,Grande,11487
168227,estandar,Grande,18524
168228,semisuite,Grande,3922
168229,estandar,Grande,13807
168230,estandar,Grande,5322
168231,suite,Grande,8633
168232,semisuite,Grande,9606
168233,estandar,Grande,4443
168234,suite,Grande,5499
168235,estandar,Grande,11855
168236,semisuite,Grande,13863
168237,semisuite,Grande,6265
168238,semisuite,Grande,19452
168239,semisuite,Grande,17223
168240,suite,Grande,16409
168241,suite,Grande,11320
168242,suite,Grande,16714
168243,suite,Grande,2056
168244,estandar,Grande,16524
168245,semisuite,Grande,16811
168246,estandar,Grande,7831
168247,semisuite,Grande,17335
168248,semisuite,Grande,9937
168249,semisuite,Grande,14221
168250,estandar,Grande,2010
168251,estandar,Grande,12094
168252,semisuite,Grande,12271
168253,semisuite,Grande,14229
168254,semisuite,Grande,4258
168255,suite,Grande,8490
168256,estandar,Grande,8500
168257,suite,Grande,9475
168258,estandar,Grande,13203
168259,semisuite,Grande,13052
168260,semisuite,Grande,17240
168261,suite,Grande,1299
168262,suite,Grande,1919
168263,estandar,Grande,16435
168264,estandar,Grande,1194
168265,estandar,Grande,8998
168266,estandar,Grande,11955
168267,estandar,Grande,14402
168268,suite,Grande,17022
168269,estandar,Grande,16529
168270,semisuite,Grande,15164
168271,semisuite,Grande,18531
168272,estandar,Grande,13982
168273,semisuite,Grande,8535
168274,suite,Grande,11089
168275,suite,Grande,12473
168276,suite,Grande,2622
168277,suite,Grande,5811
168278,suite,Grande,1723
168279,semisuite,Grande,18945
168280,estandar,Grande,2101
168281,estandar,Grande,107
168282,estandar,Grande,19765
168283,estandar,Grande,19111
168284,suite,Grande,11305
168285,suite,Grande,9794
168286,semisuite,Grande,12509
168287,estandar,Grande,11977
168288,suite,Grande,14121
168289,semisuite,Grande,3715
168290,semisuite,Grande,6257
168291,estandar,Grande,6803
168292,semisuite,Grande,14134
168293,estandar,Grande,15829
168294,suite,Grande,8214
168295,estandar,Grande,12173
168296,semisuite,Grande,1300
168297,estandar,Grande,19567
168298,suite,Grande,8636
168299,estandar,Grande,19034
168300,suite,Grande,5435
168301,suite,Grande,13623
168302,estandar,Grande,18252
168303,semisuite,Grande,15214
168304,suite,Grande,10166
168305,suite,Grande,808
168306,semisuite,Grande,13641
168307,estandar,Grande,12636
168308,estandar,Grande,17882
168309,estandar,Grande,14589
168310,suite,Grande,9167
168311,semisuite,Grande,16473
168312,estandar,Grande,17901
168313,suite,Grande,10676
168314,semisuite,Grande,12378
168315,semisuite,Grande,7585
168316,suite,Grande,5429
168317,estandar,Grande,3847
168318,suite,Grande,4837
168319,semisuite,Grande,4112
168320,semisuite,Grande,11117
168321,estandar,Grande,11595
168322,suite,Grande,9614
168323,estandar,Grande,3011
168324,estandar,Grande,2306
168325,estandar,Grande,14884
168326,semisuite,Grande,18073
168327,estandar,Grande,2562
168328,suite,Grande,18950
168329,estandar,Grande,12937
168330,estandar,Grande,3698
168331,suite,Grande,14819
168332,semisuite,Grande,18886
168333,semisuite,Grande,3872
168334,estandar,Grande,1140
168335,semisuite,Grande,15604
168336,semisuite,Grande,16838
168337,estandar,Grande,9981
168338,semisuite,Grande,13331
168339,semisuite,Grande,17980
168340,suite,Grande,16260
168341,suite,Grande,18310
168342,suite,Grande,3296
168343,suite,Grande,8542
168344,estandar,Grande,12503
168345,suite,Grande,855
168346,suite,Grande,15894
168347,estandar,Grande,11000
168348,suite,Grande,9847
168349,estandar,Grande,10336
168350,suite,Grande,10553
168351,estandar,Grande,12525
168352,estandar,Grande,3198
168353,suite,Grande,17496
168354,suite,Grande,3533
168355,suite,Grande,11987
168356,semisuite,Grande,9071
168357,semisuite,Grande,4017
168358,suite,Grande,6135
168359,estandar,Grande,8645
168360,suite,Grande,15713
168361,semisuite,Grande,15552
168362,semisuite,Grande,14575
168363,estandar,Grande,5961
168364,estandar,Grande,14398
168365,semisuite,Grande,11759
168366,suite,Grande,13578
168367,semisuite,Grande,2251
168368,estandar,Grande,16178
168369,estandar,Grande,18252
168370,semisuite,Grande,16083
168371,suite,Grande,3909
168372,semisuite,Grande,16570
168373,estandar,Grande,125
168374,semisuite,Grande,763
168375,semisuite,Grande,6431
168376,estandar,Grande,14111
168377,semisuite,Grande,10477
168378,estandar,Grande,13668
168379,suite,Grande,9581
168380,semisuite,Grande,13281
168381,suite,Grande,5807
168382,suite,Grande,4024
168383,estandar,Grande,9886
168384,semisuite,Grande,15276
168385,suite,Grande,946
168386,estandar,Grande,16408
168387,suite,Grande,1166
168388,estandar,Grande,8705
168389,suite,Grande,5957
168390,estandar,Grande,17030
168391,estandar,Grande,12003
168392,suite,Grande,7090
168393,semisuite,Grande,7812
168394,estandar,Grande,1835
168395,estandar,Grande,6694
168396,estandar,Grande,5527
168397,suite,Grande,10521
168398,semisuite,Grande,17598
168399,suite,Grande,6834
168400,estandar,Grande,12159
168401,suite,Grande,6131
168402,semisuite,Grande,3454
168403,semisuite,Grande,17159
168404,suite,Grande,13426
168405,semisuite,Grande,2788
168406,semisuite,Grande,13848
168407,semisuite,Grande,43
168408,estandar,Grande,18217
168409,estandar,Grande,892
168410,suite,Grande,3614
168411,suite,Grande,7358
168412,estandar,Grande,16421
168413,estandar,Grande,3742
168414,estandar,Grande,13226
168415,estandar,Grande,19761
168416,suite,Grande,17567
168417,suite,Grande,6260
168418,estandar,Grande,8180
168419,suite,Grande,510
168420,estandar,Grande,16593
168421,semisuite,Grande,743
168422,suite,Grande,15229
168423,estandar,Grande,2739
168424,suite,Grande,4005
168425,suite,Grande,19297
168426,suite,Grande,15677
168427,estandar,Grande,5017
168428,estandar,Grande,2483
168429,semisuite,Grande,4420
168430,semisuite,Grande,9900
168431,suite,Grande,17118
168432,semisuite,Grande,5472
168433,semisuite,Grande,15862
168434,suite,Grande,14499
168435,suite,Grande,2845
168436,estandar,Grande,9748
168437,estandar,Grande,18945
168438,suite,Grande,6509
168439,suite,Grande,17927
168440,semisuite,Grande,5799
168441,estandar,Grande,14636
168442,estandar,Grande,1300
168443,suite,Grande,15831
168444,suite,Grande,7098
168445,estandar,Grande,5359
168446,semisuite,Grande,11282
168447,suite,Grande,14604
168448,estandar,Grande,1065
168449,estandar,Grande,14478
168450,suite,Grande,5899
168451,suite,Grande,19605
168452,semisuite,Grande,7081
168453,estandar,Grande,17110
168454,semisuite,Grande,16444
168455,semisuite,Grande,385
168456,suite,Grande,16714
168457,estandar,Grande,2963
168458,semisuite,Grande,10507
168459,suite,Grande,912
168460,suite,Grande,3399
168461,suite,Grande,15446
168462,estandar,Grande,401
168463,estandar,Grande,6523
168464,semisuite,Grande,4719
168465,estandar,Grande,2921
168466,suite,Grande,8343
168467,estandar,Grande,15102
168468,estandar,Grande,3269
168469,semisuite,Grande,848
168470,suite,Grande,974
168471,semisuite,Grande,17266
168472,semisuite,Grande,15013
168473,suite,Grande,479
168474,estandar,Grande,9389
168475,semisuite,Grande,13048
168476,estandar,Grande,4619
168477,suite,Grande,691
168478,suite,Grande,4968
168479,estandar,Grande,1623
168480,estandar,Grande,4447
168481,semisuite,Grande,2415
168482,estandar,Grande,17073
168483,estandar,Grande,4529
168484,estandar,Grande,10605
168485,estandar,Grande,1025
168486,semisuite,Grande,11405
168487,estandar,Grande,10095
168488,suite,Grande,6892
168489,estandar,Grande,19438
168490,suite,Grande,10140
168491,semisuite,Grande,8914
168492,semisuite,Grande,18388
168493,semisuite,Grande,607
168494,estandar,Grande,16070
168495,estandar,Grande,6126
168496,suite,Grande,19826
168497,semisuite,Grande,1086
168498,suite,Grande,6804
168499,suite,Grande,15260
168500,suite,Grande,13793
168501,suite,Grande,12488
168502,semisuite,Grande,1431
168503,estandar,Grande,7067
168504,estandar,Grande,17878
168505,semisuite,Grande,8310
168506,estandar,Grande,8985
168507,estandar,Grande,13997
168508,semisuite,Grande,8700
168509,semisuite,Grande,9773
168510,semisuite,Grande,1065
168511,estandar,Grande,12418
168512,estandar,Grande,11375
168513,estandar,Grande,15531
168514,estandar,Grande,9819
168515,estandar,Grande,15752
168516,estandar,Grande,9451
168517,suite,Grande,13835
168518,semisuite,Grande,797
168519,estandar,Grande,10316
168520,estandar,Grande,999
168521,semisuite,Grande,16831
168522,estandar,Grande,5256
168523,suite,Grande,13742
168524,suite,Grande,7897
168525,suite,Grande,11146
168526,suite,Grande,12006
168527,semisuite,Grande,19121
168528,estandar,Grande,8763
168529,suite,Grande,16208
168530,estandar,Grande,12897
168531,estandar,Grande,16371
168532,suite,Grande,12249
168533,estandar,Grande,5738
168534,suite,Grande,13238
168535,suite,Grande,3080
168536,suite,Grande,6814
168537,semisuite,Grande,4203
168538,suite,Grande,5780
168539,suite,Grande,13457
168540,suite,Grande,609
168541,estandar,Grande,5088
168542,semisuite,Grande,6396
168543,estandar,Grande,1009
168544,semisuite,Grande,13601
168545,semisuite,Grande,12637
168546,estandar,Grande,5166
168547,suite,Grande,12736
168548,suite,Grande,6788
168549,estandar,Grande,12765
168550,estandar,Grande,5544
168551,suite,Grande,16485
168552,suite,Grande,17924
168553,semisuite,Grande,10865
168554,suite,Grande,4751
168555,suite,Grande,4573
168556,estandar,Grande,18008
168557,estandar,Grande,5855
168558,semisuite,Grande,13090
168559,semisuite,Grande,11196
168560,semisuite,Grande,272
168561,semisuite,Grande,16522
168562,suite,Grande,15256
168563,semisuite,Grande,5491
168564,estandar,Grande,19937
168565,suite,Grande,11604
168566,estandar,Grande,9849
168567,estandar,Grande,3427
168568,suite,Grande,3410
168569,suite,Grande,12791
168570,suite,Grande,1542
168571,suite,Grande,6979
168572,semisuite,Grande,19116
168573,estandar,Grande,9104
168574,suite,Grande,12322
168575,suite,Grande,10943
168576,suite,Grande,19344
168577,estandar,Grande,7933
168578,semisuite,Grande,2298
168579,semisuite,Grande,11762
168580,semisuite,Grande,19558
168581,suite,Grande,14040
168582,estandar,Grande,9461
168583,semisuite,Grande,12324
168584,estandar,Grande,17910
168585,suite,Grande,6186
168586,estandar,Grande,15586
168587,semisuite,Grande,2040
168588,semisuite,Grande,18340
168589,suite,Grande,9566
168590,estandar,Grande,13799
168591,suite,Grande,9754
168592,suite,Grande,19358
168593,suite,Grande,14844
168594,suite,Grande,15603
168595,estandar,Grande,19229
168596,estandar,Grande,11250
168597,suite,Grande,9784
168598,suite,Grande,5671
168599,suite,Grande,168
168600,estandar,Grande,8467
168601,estandar,Grande,10093
168602,suite,Grande,18728
168603,estandar,Grande,362
168604,estandar,Grande,7668
168605,semisuite,Grande,16833
168606,semisuite,Grande,4354
168607,estandar,Grande,8360
168608,suite,Grande,1814
168609,semisuite,Grande,16226
168610,estandar,Grande,10883
168611,suite,Grande,1012
168612,semisuite,Grande,16338
168613,suite,Grande,15840
168614,suite,Grande,13930
168615,suite,Grande,14019
168616,semisuite,Grande,3302
168617,semisuite,Grande,18749
168618,suite,Grande,19238
168619,estandar,Grande,1467
168620,estandar,Grande,15011
168621,semisuite,Grande,13455
168622,suite,Grande,868
168623,suite,Grande,5658
168624,suite,Grande,4538
168625,suite,Grande,118
168626,semisuite,Grande,3426
168627,suite,Grande,19207
168628,semisuite,Grande,11982
168629,estandar,Grande,2224
168630,estandar,Grande,17083
168631,estandar,Grande,11452
168632,estandar,Grande,11426
168633,estandar,Grande,17792
168634,semisuite,Grande,17346
168635,suite,Grande,11355
168636,suite,Grande,7485
168637,suite,Grande,5737
168638,estandar,Grande,5031
168639,suite,Grande,10666
168640,semisuite,Grande,3375
168641,suite,Grande,9925
168642,estandar,Grande,3548
168643,estandar,Grande,2922
168644,suite,Grande,18762
168645,estandar,Grande,5479
168646,suite,Grande,7319
168647,semisuite,Grande,4204
168648,semisuite,Grande,2953
168649,estandar,Grande,8615
168650,suite,Grande,17805
168651,semisuite,Grande,12765
168652,semisuite,Grande,9772
168653,semisuite,Grande,9197
168654,semisuite,Grande,19297
168655,estandar,Grande,17097
168656,suite,Grande,17754
168657,semisuite,Grande,19004
168658,suite,Grande,19553
168659,semisuite,Grande,8092
168660,estandar,Grande,4737
168661,estandar,Grande,17481
168662,semisuite,Grande,17916
168663,estandar,Grande,15418
168664,semisuite,Grande,8409
168665,estandar,Grande,7580
168666,semisuite,Grande,2588
168667,semisuite,Grande,17754
168668,estandar,Grande,13525
168669,suite,Grande,13096
168670,suite,Grande,774
168671,estandar,Grande,16756
168672,semisuite,Grande,16629
168673,estandar,Grande,18562
168674,suite,Grande,5560
168675,semisuite,Grande,547
168676,suite,Grande,1274
168677,estandar,Grande,11413
168678,semisuite,Grande,16314
168679,suite,Grande,10962
168680,suite,Grande,5882
168681,semisuite,Grande,14389
168682,suite,Grande,11215
168683,semisuite,Grande,14286
168684,estandar,Grande,3805
168685,suite,Grande,12144
168686,semisuite,Grande,12025
168687,semisuite,Grande,169
168688,suite,Grande,16589
168689,estandar,Grande,620
168690,suite,Grande,3283
168691,estandar,Grande,9761
168692,suite,Grande,12282
168693,estandar,Grande,15097
168694,semisuite,Grande,5106
168695,estandar,Grande,15444
168696,suite,Grande,12247
168697,estandar,Grande,13092
168698,semisuite,Grande,15424
168699,suite,Grande,12098
168700,semisuite,Grande,491
168701,suite,Grande,4047
168702,semisuite,Grande,3646
168703,estandar,Grande,5878
168704,estandar,Grande,11249
168705,estandar,Grande,1498
168706,semisuite,Grande,11173
168707,suite,Grande,18580
168708,semisuite,Grande,591
168709,suite,Grande,12671
168710,semisuite,Grande,4153
168711,suite,Grande,12428
168712,estandar,Grande,11431
168713,semisuite,Grande,13178
168714,suite,Grande,3698
168715,semisuite,Grande,18880
168716,estandar,Grande,13523
168717,suite,Grande,4635
168718,suite,Grande,17652
168719,estandar,Grande,16729
168720,suite,Grande,17595
168721,estandar,Grande,10970
168722,semisuite,Grande,13913
168723,estandar,Grande,8557
168724,semisuite,Grande,11186
168725,estandar,Grande,2028
168726,semisuite,Grande,18176
168727,suite,Grande,19859
168728,semisuite,Grande,10711
168729,estandar,Grande,8315
168730,semisuite,Grande,1401
168731,estandar,Grande,6822
168732,estandar,Grande,9794
168733,estandar,Grande,4671
168734,semisuite,Grande,12235
168735,estandar,Grande,2424
168736,suite,Grande,16787
168737,estandar,Grande,12779
168738,semisuite,Grande,13070
168739,estandar,Grande,18078
168740,estandar,Grande,6446
168741,semisuite,Grande,3333
168742,estandar,Grande,13750
168743,estandar,Grande,808
168744,estandar,Grande,18423
168745,suite,Grande,10899
168746,estandar,Grande,5573
168747,suite,Grande,12525
168748,suite,Grande,18107
168749,suite,Grande,973
168750,semisuite,Grande,4904
168751,semisuite,Grande,10718
168752,suite,Grande,10001
168753,estandar,Grande,6545
168754,estandar,Grande,13459
168755,suite,Grande,12348
168756,semisuite,Grande,8760
168757,suite,Grande,18412
168758,semisuite,Grande,12894
168759,suite,Grande,16532
168760,estandar,Grande,3526
168761,suite,Grande,14449
168762,suite,Grande,300
168763,suite,Grande,12789
168764,suite,Grande,14958
168765,semisuite,Grande,2491
168766,suite,Grande,18923
168767,suite,Grande,16441
168768,suite,Grande,19797
168769,suite,Grande,17403
168770,semisuite,Grande,4527
168771,suite,Grande,10649
168772,semisuite,Grande,15364
168773,estandar,Grande,3182
168774,semisuite,Grande,15232
168775,suite,Grande,7089
168776,estandar,Grande,10753
168777,suite,Grande,17225
168778,suite,Grande,796
168779,estandar,Grande,6258
168780,semisuite,Grande,8246
168781,estandar,Grande,986
168782,estandar,Grande,6457
168783,estandar,Grande,5044
168784,suite,Grande,6905
168785,suite,Grande,4696
168786,suite,Grande,5383
168787,semisuite,Grande,11296
168788,suite,Grande,14157
168789,estandar,Grande,8949
168790,estandar,Grande,14751
168791,suite,Grande,10071
168792,estandar,Grande,7815
168793,estandar,Grande,18826
168794,estandar,Grande,13054
168795,semisuite,Grande,6554
168796,suite,Grande,16413
168797,estandar,Grande,12002
168798,semisuite,Grande,222
168799,semisuite,Grande,19752
168800,semisuite,Grande,58
168801,semisuite,Grande,11721
168802,estandar,Grande,19444
168803,estandar,Grande,3348
168804,suite,Grande,8184
168805,estandar,Grande,4090
168806,suite,Grande,10317
168807,estandar,Grande,4908
168808,suite,Grande,6292
168809,suite,Grande,14425
168810,estandar,Grande,18817
168811,suite,Grande,17355
168812,estandar,Grande,7313
168813,estandar,Grande,19690
168814,semisuite,Grande,15255
168815,suite,Grande,2217
168816,estandar,Grande,11620
168817,semisuite,Grande,16629
168818,suite,Grande,14026
168819,estandar,Grande,1256
168820,suite,Grande,2540
168821,estandar,Grande,13168
168822,semisuite,Grande,4585
168823,suite,Grande,3685
168824,suite,Grande,4955
168825,estandar,Grande,2242
168826,semisuite,Grande,13828
168827,estandar,Grande,7772
168828,estandar,Grande,11239
168829,semisuite,Grande,5974
168830,suite,Grande,6938
168831,semisuite,Grande,6230
168832,estandar,Grande,14784
168833,estandar,Grande,15228
168834,estandar,Grande,3519
168835,suite,Grande,9657
168836,estandar,Grande,3394
168837,estandar,Grande,6814
168838,semisuite,Grande,9481
168839,suite,Grande,3328
168840,semisuite,Grande,2944
168841,suite,Grande,18747
168842,semisuite,Grande,15659
168843,semisuite,Grande,19564
168844,suite,Grande,4176
168845,estandar,Grande,594
168846,estandar,Grande,8661
168847,estandar,Grande,5853
168848,semisuite,Grande,14943
168849,estandar,Grande,1825
168850,estandar,Grande,7425
168851,semisuite,Grande,15019
168852,semisuite,Grande,6668
168853,semisuite,Grande,9806
168854,suite,Grande,8972
168855,estandar,Grande,733
168856,suite,Grande,15505
168857,semisuite,Grande,16528
168858,estandar,Grande,14959
168859,semisuite,Grande,7151
168860,semisuite,Grande,14571
168861,suite,Grande,14437
168862,semisuite,Grande,19813
168863,suite,Grande,19713
168864,estandar,Grande,9813
168865,semisuite,Grande,12997
168866,suite,Grande,9569
168867,semisuite,Grande,19473
168868,suite,Grande,4127
168869,suite,Grande,3907
168870,suite,Grande,12472
168871,suite,Grande,16417
168872,semisuite,Grande,9560
168873,suite,Grande,15547
168874,estandar,Grande,1835
168875,estandar,Grande,1288
168876,estandar,Grande,4956
168877,semisuite,Grande,16264
168878,suite,Grande,10955
168879,semisuite,Grande,1172
168880,estandar,Grande,18871
168881,semisuite,Grande,9595
168882,suite,Grande,8039
168883,semisuite,Grande,11589
168884,suite,Grande,7051
168885,semisuite,Grande,17688
168886,suite,Grande,10802
168887,suite,Grande,12365
168888,semisuite,Grande,8687
168889,suite,Grande,10679
168890,suite,Grande,15046
168891,estandar,Grande,9220
168892,estandar,Grande,17176
168893,estandar,Grande,11428
168894,estandar,Grande,13980
168895,semisuite,Grande,8981
168896,suite,Grande,2720
168897,suite,Grande,19393
168898,suite,Grande,18210
168899,semisuite,Grande,18727
168900,semisuite,Grande,2258
168901,semisuite,Grande,7067
168902,semisuite,Grande,11728
168903,suite,Grande,15057
168904,suite,Grande,9085
168905,estandar,Grande,17044
168906,estandar,Grande,328
168907,estandar,Grande,3035
168908,suite,Grande,17713
168909,semisuite,Grande,9365
168910,semisuite,Grande,227
168911,semisuite,Grande,7322
168912,suite,Grande,3187
168913,suite,Grande,16867
168914,semisuite,Grande,6498
168915,estandar,Grande,1801
168916,semisuite,Grande,6643
168917,semisuite,Grande,9269
168918,semisuite,Grande,5872
168919,suite,Grande,4987
168920,suite,Grande,240
168921,suite,Grande,18884
168922,semisuite,Grande,17066
168923,semisuite,Grande,10261
168924,estandar,Grande,17580
168925,estandar,Grande,7846
168926,semisuite,Grande,2853
168927,semisuite,Grande,18425
168928,semisuite,Grande,17727
168929,semisuite,Grande,8550
168930,semisuite,Grande,10171
168931,estandar,Grande,5531
168932,suite,Grande,19149
168933,semisuite,Grande,9301
168934,estandar,Grande,17
168935,semisuite,Grande,3583
168936,suite,Grande,11200
168937,semisuite,Grande,1215
168938,estandar,Grande,15928
168939,semisuite,Grande,10407
168940,semisuite,Grande,10861
168941,suite,Grande,10580
168942,estandar,Grande,13780
168943,estandar,Grande,4950
168944,semisuite,Grande,1874
168945,suite,Grande,10694
168946,semisuite,Grande,12350
168947,suite,Grande,180
168948,estandar,Grande,5273
168949,estandar,Grande,4363
168950,semisuite,Grande,4546
168951,suite,Grande,3603
168952,estandar,Grande,5684
168953,suite,Grande,4285
168954,semisuite,Grande,8576
168955,suite,Grande,18544
168956,estandar,Grande,11691
168957,estandar,Grande,611
168958,semisuite,Grande,1988
168959,semisuite,Grande,7685
168960,suite,Grande,782
168961,semisuite,Grande,9304
168962,semisuite,Grande,974
168963,semisuite,Grande,6594
168964,suite,Grande,18680
168965,suite,Grande,2235
168966,suite,Grande,12205
168967,semisuite,Grande,115
168968,suite,Grande,16135
168969,suite,Grande,2220
168970,estandar,Grande,18796
168971,semisuite,Grande,10508
168972,suite,Grande,12228
168973,estandar,Grande,13904
168974,estandar,Grande,7318
168975,semisuite,Grande,2085
168976,estandar,Grande,6035
168977,semisuite,Grande,19343
168978,semisuite,Grande,15278
168979,estandar,Grande,17191
168980,estandar,Grande,3487
168981,estandar,Grande,14823
168982,suite,Grande,2130
168983,semisuite,Grande,3847
168984,semisuite,Grande,14585
168985,estandar,Grande,1435
168986,suite,Grande,17524
168987,suite,Grande,15019
168988,semisuite,Grande,7319
168989,semisuite,Grande,8113
168990,suite,Grande,7639
168991,suite,Grande,3315
168992,suite,Grande,19884
168993,suite,Grande,17250
168994,suite,Grande,12826
168995,semisuite,Grande,14754
168996,suite,Grande,15050
168997,suite,Grande,11243
168998,estandar,Grande,16435
168999,suite,Grande,17875
169000,estandar,Grande,3971
169001,estandar,Grande,9022
169002,estandar,Grande,7498
169003,estandar,Grande,5596
169004,estandar,Grande,6770
169005,semisuite,Grande,10656
169006,suite,Grande,5200
169007,semisuite,Grande,6812
169008,suite,Grande,13142
169009,estandar,Grande,47
169010,estandar,Grande,1771
169011,estandar,Grande,11034
169012,estandar,Grande,5277
169013,semisuite,Grande,16968
169014,estandar,Grande,4262
169015,estandar,Grande,5588
169016,suite,Grande,15355
169017,semisuite,Grande,1368
169018,estandar,Grande,2481
169019,semisuite,Grande,1562
169020,semisuite,Grande,19031
169021,suite,Grande,550
169022,estandar,Grande,19191
169023,semisuite,Grande,13520
169024,suite,Grande,8961
169025,suite,Grande,8885
169026,estandar,Grande,15187
169027,suite,Grande,13518
169028,estandar,Grande,17672
169029,suite,Grande,2644
169030,semisuite,Grande,623
169031,suite,Grande,12803
169032,estandar,Grande,5615
169033,estandar,Grande,17981
169034,estandar,Grande,5395
169035,estandar,Grande,12735
169036,semisuite,Grande,17343
169037,estandar,Grande,8233
169038,estandar,Grande,19976
169039,estandar,Grande,14558
169040,suite,Grande,10535
169041,estandar,Grande,8462
169042,estandar,Grande,10523
169043,semisuite,Grande,19454
169044,estandar,Grande,8978
169045,semisuite,Grande,9920
169046,suite,Grande,5960
169047,semisuite,Grande,17365
169048,semisuite,Grande,15645
169049,semisuite,Grande,900
169050,suite,Grande,12631
169051,suite,Grande,13520
169052,suite,Grande,9256
169053,estandar,Grande,10395
169054,semisuite,Grande,5577
169055,semisuite,Grande,17969
169056,suite,Grande,3351
169057,suite,Grande,16942
169058,estandar,Grande,10395
169059,suite,Grande,19125
169060,semisuite,Grande,8354
169061,estandar,Grande,5373
169062,semisuite,Grande,5474
169063,estandar,Grande,6607
169064,estandar,Grande,2177
169065,suite,Grande,13824
169066,suite,Grande,19698
169067,suite,Grande,18185
169068,semisuite,Grande,1296
169069,estandar,Grande,256
169070,estandar,Grande,19967
169071,semisuite,Grande,2487
169072,semisuite,Grande,13609
169073,estandar,Grande,17708
169074,estandar,Grande,7227
169075,estandar,Grande,17793
169076,semisuite,Grande,5870
169077,suite,Grande,16466
169078,suite,Grande,5045
169079,semisuite,Grande,1738
169080,estandar,Grande,15158
169081,estandar,Grande,5497
169082,suite,Grande,4883
169083,semisuite,Grande,12284
169084,suite,Grande,3071
169085,estandar,Grande,6751
169086,estandar,Grande,5331
169087,suite,Grande,7038
169088,semisuite,Grande,8279
169089,semisuite,Grande,14998
169090,semisuite,Grande,16858
169091,estandar,Grande,3621
169092,suite,Grande,134
169093,suite,Grande,2582
169094,semisuite,Grande,10550
169095,estandar,Grande,3200
169096,suite,Grande,13299
169097,suite,Grande,1412
169098,estandar,Grande,14018
169099,semisuite,Grande,7673
169100,suite,Grande,1442
169101,suite,Grande,7785
169102,suite,Grande,8238
169103,estandar,Grande,9021
169104,semisuite,Grande,1166
169105,estandar,Grande,17850
169106,suite,Grande,17745
169107,semisuite,Grande,7156
169108,semisuite,Grande,16769
169109,estandar,Grande,15118
169110,suite,Grande,9454
169111,semisuite,Grande,15362
169112,semisuite,Grande,1415
169113,semisuite,Grande,14103
169114,suite,Grande,11607
169115,suite,Grande,8018
169116,suite,Grande,13965
169117,semisuite,Grande,19632
169118,semisuite,Grande,18547
169119,semisuite,Grande,2010
169120,estandar,Grande,154
169121,suite,Grande,5539
169122,estandar,Grande,6859
169123,semisuite,Grande,12017
169124,suite,Grande,3692
169125,suite,Grande,19135
169126,estandar,Grande,14677
169127,semisuite,Grande,8807
169128,estandar,Grande,10098
169129,suite,Grande,19770
169130,estandar,Grande,1294
169131,estandar,Grande,15340
169132,suite,Grande,13295
169133,estandar,Grande,14864
169134,suite,Grande,8387
169135,estandar,Grande,17361
169136,semisuite,Grande,19866
169137,semisuite,Grande,13655
169138,suite,Grande,16040
169139,suite,Grande,3680
169140,estandar,Grande,3430
169141,semisuite,Grande,6323
169142,estandar,Grande,1626
169143,semisuite,Grande,17569
169144,semisuite,Grande,18391
169145,semisuite,Grande,2293
169146,suite,Grande,13103
169147,estandar,Grande,16328
169148,semisuite,Grande,16063
169149,estandar,Grande,16669
169150,suite,Grande,10039
169151,semisuite,Grande,16410
169152,semisuite,Grande,17831
169153,semisuite,Grande,16600
169154,estandar,Grande,7047
169155,estandar,Grande,14681
169156,semisuite,Grande,2024
169157,suite,Grande,8542
169158,estandar,Grande,12939
169159,semisuite,Grande,4604
169160,suite,Grande,19939
169161,suite,Grande,19369
169162,suite,Grande,1621
169163,estandar,Grande,14361
169164,estandar,Grande,2369
169165,estandar,Grande,19650
169166,suite,Grande,10626
169167,estandar,Grande,697
169168,estandar,Grande,14436
169169,semisuite,Grande,6637
169170,estandar,Grande,1707
169171,semisuite,Grande,324
169172,semisuite,Grande,16001
169173,semisuite,Grande,18563
169174,suite,Grande,19698
169175,semisuite,Grande,3959
169176,suite,Grande,13799
169177,semisuite,Grande,11675
